機構名稱,Longitude,Latitude,Address,Area,St
南陽中醫診所,121.5161727,25.0454206,臺北市中正區南陽街3號7樓之2,中正區,南陽街
濟群欣中醫診所,121.5113412,25.04485972,臺北市中正區博愛路70號2樓,中正區,博愛路
溪垣中醫診所,121.5285944,25.03414312,臺北市中正區信義路二段153號(實際營業住址:1樓、2樓),中正區,信義路
大道中醫診所,121.5183839,25.04617184,臺北市中正區忠孝西路一段41號8樓之6,中正區,忠孝西路
睿鳴堂中醫診所,121.5249131,25.04597301,臺北市中正區北平東路20之3號,中正區,北平東路
建成中醫診所,121.5147962,25.02746059,臺北市中正區和平西路一段172號、174號、176號、170號2樓之1、170號3樓之1、170號3樓之2,中正區,和平西路
醫療財團法人徐元智先生醫藥基金會遠東聯合診所,121.5110354,25.04300291,臺北市中正區永綏街8至14號,中正區,永綏街
醫療財團法人好心肝基金會好心肝診所,121.5168566,25.0444824,臺北市中正區公園路30號2樓之2、8樓之1、8樓之2,中正區,公園路
醫療財團法人台灣血液基金會台北捐血中心,121.5172823,25.0327805,臺北市中正區南海路１號３樓＆北投區立德路１２３號,中正區,南海路
清川牙醫診所,121.5078302,25.0297504,臺北市中正區汀州路1段118號,中正區,汀州路
橙品牙醫診所,121.5324375,25.03798371,臺北市中正區仁愛路2段110號2樓,中正區,仁愛路
富麗牙醫診所,121.5189884,25.02670419,臺北市中正區和平西路1段69號,中正區,和平西路
德華牙醫診所,121.5130275,25.04199951,臺北市中正區重慶南路1段 110號,中正區,重慶南路
謝明吉口腔顎面外科牙醫診所,121.5180284,25.04582575,臺北市中正區忠孝西路一段6號2、3樓,中正區,忠孝西路
雙子星牙醫診所,121.5149067,25.04487862,臺北市中正區館前路26號2樓,中正區,館前路
?琮牙醫診所,121.5134926,25.04353887,臺北市中正區襄陽路41號、43號,中正區,襄陽路
品瑞牙醫診所,121.5195425,25.02830918,臺北市中正區南昌路二段13號,中正區,南昌路
信義東暘牙醫診所,121.5275492,25.03466769,臺北市中正區金山南路一段155號2樓,中正區,金山南路
新芽牙醫診所,121.5312795,25.03755668,臺北市中正區仁愛路二段92巷7號2樓,中正區,仁愛路
雅偲牙醫診所,121.5148961,25.04641805,臺北市中正區館前路2號6樓,中正區,館前路
愛迪牙醫診所,121.5210342,25.0286136,臺北市中正區羅斯福路二段18號2樓,中正區,羅斯福路
東門牙醫診所,121.5279064,25.03455213,臺北市中正區臨沂街79之10號,中正區,臨沂街
蘇黎世牙醫診所,121.5226827,25.0263915,臺北市中正區羅斯福路二段116號5樓之1,中正區,羅斯福路
典雅牙醫診所,121.5278233,25.03420257,臺北市中正區信義路二段123號、123號2樓,中正區,信義路
氧樂多牙醫診所,121.525302,25.04476964,臺北市中正區紹興北街3號4樓,中正區,紹興北街
齊杏齒顎矯正專科牙醫診所,121.5284647,25.04331229,臺北市中正區忠孝東路二段58號(實際營業地址:1樓),中正區,忠孝東路
華泰牙醫診所,121.515879,25.04545235,臺北市中正區許昌街30號3樓,中正區,許昌街
公園景福牙醫診所,121.516754,25.04410123,臺北市中正區公園路32號9樓,中正區,公園路
齊美牙醫診所,121.5229481,25.02602274,臺北市中正區羅斯福路二段136號7樓,中正區,羅斯福路
美國傳奇牙醫診所,121.5330019,25.01521386,臺北市中正區羅斯福路四段24巷6之1號,中正區,羅斯福路
怡樺牙醫診所,121.5316615,25.016361,臺北市中正區羅斯福路三段244巷2弄22號,中正區,羅斯福路
維昕牙醫診所,121.5190516,25.02618118,臺北市中正區牯嶺街93號(實際營業:1、2樓),中正區,牯嶺街
合睿牙醫診所,121.534274,25.01450358,臺北市中正區羅斯福路四段68號7樓之11,中正區,羅斯福路
林志聲牙醫診所,121.5315479,25.04205609,臺北市中正區臨沂街13巷16號,中正區,臨沂街
美日牙醫診所,121.534274,25.01450358,臺北市中正區羅斯福路四段68號9樓之1,中正區,羅斯福路
永恆牙醫診所,121.5278675,25.01932106,臺北市中正區辛亥路一段17巷6號3樓,中正區,辛亥路
博齡牙醫診所,121.5337527,25.01500664,臺北市中正區羅斯福路四段50號3樓之4,中正區,羅斯福路
仁崇牙醫診所,121.5325364,25.03879405,臺北市中正區新生南路一段122之3號2樓,中正區,新生南路
師院牙醫診所,121.5276059,25.0206141,臺北市中正區師大路159號、159號地下,中正區,師大路
怡賀牙醫診所,121.5325038,25.04119529,臺北市中正區新生南路一段56號6樓,中正區,新生南路
華慶牙醫診所,121.5068224,25.02723987,臺北市中正區中華路二段339號,中正區,中華路
慶輝牙醫診所,121.5148561,25.02963058,臺北市中正區寧波西街96號,中正區,寧波西街
嘉貝牙醫診所,121.5315251,25.03382364,臺北市中正區信義路二段257號,中正區,信義路
東北大牙醫診所,121.5320344,25.0166797,臺北市中正區羅斯福路三段276號(實際營業地址：1、2樓),中正區,羅斯福路
家禾牙醫診所,121.5077609,25.033272,臺北市中正區延平南路195巷5號,中正區,延平南路
雅德思牙醫診所,121.5130981,25.04366224,臺北市中正區重慶南路一段66號(實際營業地址:地下層、一層及夾層),中正區,重慶南路
良鑫牙醫診所,121.5210944,25.0269883,臺北市中正區和平西路一段19號3樓之1,中正區,和平西路
幸吉堂中醫診所,121.5107092,25.0272926,臺北市中正區汀州一段１６９號,中正區,汀州一段
李家雄中醫診所,121.5278505,25.03605999,臺北市中正區金山南路一段１２１號３Ｆ,中正區,金山南路
漢神中醫診所,121.5093581,25.02796074,臺北市中正區汀州路一段２０２號,中正區,汀州路
同安中醫診所,121.5224292,25.02480543,臺北市中正區同安街４１號,中正區,同安街
仁愛中醫診所,121.5075431,25.03410109,臺北市中正區延平南路１８７號,中正區,延平南路
德義堂中醫診所,121.5189123,25.03347679,臺北市中正區林森南路127號,中正區,林森南路
吳龍源中醫診所,121.5204234,25.03014633,臺北市中正區羅斯福路一段１３１號三樓,中正區,羅斯福路
寧波中醫診所,121.5160937,25.0299108,臺北市中正區寧波西街80之1號,中正區,寧波西街
珍仁堂中醫診所,121.5326256,25.04400899,臺北市中正區新生南路一段１１０一２號１樓,中正區,新生南路
儒德中醫診所,121.5168367,25.03159145,臺北市中正區南昌路一段50號,中正區,南昌路
和平中醫診所,121.506261,25.03283119,臺北市中正區和平西路二段123號,中正區,和平西路
李明潤中醫診所,121.5189777,25.03141626,臺北市中正區羅斯福路一段二十八號二樓之一,中正區,羅斯福路
順天中醫診所,121.5109881,25.04737171,臺北市中正區忠孝西路一段122號4樓,中正區,忠孝西路
勝昌現代中醫診所,121.5121979,25.02880033,臺北市中正區和平西路二段５６之１號,中正區,和平西路
恆美中醫診所,121.5157048,25.04350309,臺北市中正區襄陽路九號八樓,中正區,襄陽路
國興中醫診所,121.5195595,25.02502843,臺北市中正區汀州路二段一二九號,中正區,汀州路
洪麗妃中醫診所,121.5325174,25.03944306,臺北市中正區新生南路一段110之4號2樓,中正區,新生南路
張順晶中醫診所,121.5215211,25.02796177,臺北市中正區羅斯福路二段44號5樓,中正區,羅斯福路
嘉柏中醫診所,121.516754,25.04410123,臺北市中正區公園路32號2樓,中正區,公園路
劉桂蘭中醫診所,121.5255356,25.04448776,臺北市中正區忠孝東路一段35號2樓,中正區,忠孝東路
顧安千金中醫診所,121.5252689,25.0452198,臺北市中正區紹興北街8號2樓之1,中正區,紹興北街
劉紀昌中醫診所,121.5188222,25.03163277,臺北市中正區羅斯福路1段24號4樓,中正區,羅斯福路
寶生堂中醫診所,121.5243096,25.0240366,臺北市中正區南昌路二段206號3樓之1,中正區,南昌路
長德中醫診所,121.5207269,25.03169152,臺北市中正區金華街55號,中正區,金華街
峻毅中醫診所,121.5205461,25.0265732,臺北市中正區和平西路一段30號,中正區,和平西路
永康中醫診所,121.5301342,25.03445558,臺北市中正區連雲街75號,中正區,連雲街
逢生牙醫診所,121.5170488,25.03161171,臺北市中正區南昌路一段三十七號二樓,中正區,南昌路
三民牙醫診所,121.5171868,25.0253499,臺北市中正區汀州路二段３０號,中正區,汀州路
名華牙醫診所,121.5101758,25.02736089,臺北市中正區汀州路一段２３６號,中正區,汀州路
同泰牙醫診所,121.520847,25.02465704,臺北市中正區汀州路二段１４７號２樓,中正區,汀州路
康平牙醫診所,121.526288,25.0347185,臺北市中正區信義路二段67號,中正區,信義路
尚義牙醫診所,121.5140375,25.04418984,臺北市中正區懷寧街６２號２Ｆ２０２室,中正區,懷寧街
新欣牙醫診所,121.5321526,25.04029678,臺北市中正區濟南路二段65號2樓,中正區,濟南路
幸安牙醫診所,121.5266366,25.03563739,臺北市中正區杭州南路一段１４３巷３２－２號１樓,中正區,杭州南路
鐘牙醫診所,121.5155061,25.02835915,臺北市中正區重慶南路三段４０號,中正區,重慶南路
聯合牙醫診所,121.5167816,25.03086309,臺北市中正區南昌街一段７４巷１３號,中正區,南昌街
名家牙醫診所,121.5316561,25.04076095,臺北市中正區忠孝東路二段１３４巷２２號,中正區,忠孝東路
志明牙醫診所,121.5161707,25.02992824,臺北市中正區寧波西街８０號,中正區,寧波西街
強弘牙科診所,121.518965,25.02500146,臺北市中正區汀州路二段８６號,中正區,汀州路
快安牙醫診所,121.5220446,25.02725181,臺北市中正區羅斯福路二段７０號５樓之８,中正區,羅斯福路
杏安牙醫診所,121.5241516,25.02244388,臺北市中正區金門街９之６號,中正區,金門街
展光牙醫診所,121.5255348,25.02270995,臺北市中正區羅斯福路３段５０號２樓之一,中正區,羅斯福路
金山牙醫診所,121.5190246,25.0334976,臺北市中正區愛國東路６２號,中正區,愛國東路
名一牙醫診所,121.5120402,25.04465954,臺北市中正區漢口街一段８０巷６弄５號,中正區,漢口街
蕭煥嘉牙醫診所,121.5324999,25.0369907,臺北市中正區新生南路一段１２８號,中正區,新生南路
喜樂牙醫診所,121.5325828,25.0415936,臺北市中正區新生南路一段５０－１號２Ｆ,中正區,新生南路
連生牙醫診所,121.528815,25.03433297,臺北市中正區信義路二段１６１巷4號,中正區,信義路
鼎佳牙醫診所,121.5316832,25.04018621,臺北市中正區濟南路二段５８號２樓之1,中正區,濟南路
明皓牙醫診所,121.5183066,25.0296002,臺北市中正區南昌路一段１２８號,中正區,南昌路
米奇牙醫診所,121.5311683,25.01621375,臺北市中正區羅斯福路三段244巷10弄8號1樓,中正區,羅斯福路
博瀚牙醫診所,121.5285604,25.03948119,臺北市中正區銅山街２４號２樓,中正區,銅山街
仁安牙醫診所,121.5266539,25.04153888,臺北市中正區濟南路二段３之５號,中正區,濟南路
英哲牙醫診所,121.5220588,25.03044078,臺北市中正區杭州南路二段５４號,中正區,杭州南路
紐約牙醫診所,121.5189777,25.03141626,臺北市中正區羅斯福路一段２８號２樓,中正區,羅斯福路
大宇牙醫診所,121.5192605,25.03102708,臺北市中正區羅斯福路一段４６號２Ｆ,中正區,羅斯福路
大全牙醫診所,121.515823,25.04630433,臺北市中正區忠孝西路一段５０號１８樓３７室,中正區,忠孝西路
玉立牙醫診所,121.5268093,25.03572945,臺北市中正區杭州南路一段143巷31號2樓,中正區,杭州南路
黃牙醫診所,121.5113261,25.04500111,臺北市中正區博愛路６８號２Ｆ,中正區,博愛路
大埔牙醫診所,121.505613,25.0336016,臺北市中正區中華路二段９９號,中正區,中華路
九大牙醫診所,121.5302132,25.04283333,臺北市中正區忠孝東路二段９６號１Ｆ,中正區,忠孝東路
天惠牙醫診所,121.5200667,25.02992773,臺北市中正區羅斯福路一段１０２號２Ｆ,中正區,羅斯福路
長弓牙醫診所,121.5268381,25.03804958,臺北市中正區仁愛路二段２６號2樓,中正區,仁愛路
博世牙醫診所,121.5219733,25.04271845,臺北市中正區濟南路一段7之6號、7之7號,中正區,濟南路
玉霖牙醫診所,121.5325607,25.04074003,臺北市中正區新生南路一段６０號２樓,中正區,新生南路
博安牙醫診所,121.5309765,25.0383997,臺北市中正區仁愛路二段７１號２Ｈ室,中正區,仁愛路
瑞石牙醫診所,121.5226183,25.03678487,臺北市中正區信義路一段13之4號,中正區,信義路
偉華牙醫診所,121.5224086,25.02371918,臺北市中正區汀州路二段203號,中正區,汀州路
誠忠牙醫診所,121.5235002,25.02195263,臺北市中正區金門街１２－８號,中正區,金門街
美東牙醫診所,121.5288762,25.03847546,臺北市中正區仁愛路二段４３號２樓,中正區,仁愛路
華恩牙醫診所,121.5151654,25.02735835,臺北市中正區和平西路一段一五四號,中正區,和平西路
安安牙醫診所,121.5268642,25.04275821,臺北市中正區杭州南路一段15之1號12樓,中正區,杭州南路
慈聖牙醫診所,121.519129,25.03191157,臺北市中正區羅斯福路一段五十五號一樓,中正區,羅斯福路
大佳牙醫診所,121.5324517,25.03949548,臺北市中正區新生南路一段１１０號,中正區,新生南路
優登牙醫診所,121.5184844,25.02644919,臺北市中正區和平西路一段八十八號,中正區,和平西路
皓齒牙醫診所,121.5204234,25.03014633,臺北市中正區羅斯福路一段一三一號四樓,中正區,羅斯福路
君品牙醫診所,121.5073442,25.03391332,臺北市中正區延平南路232號,中正區,延平南路
和逸牙醫診所,121.5212196,25.02360021,臺北市中正區同安街58號1樓,中正區,同安街
劉永生牙醫診所,121.5279206,25.04131795,臺北市中正區濟南路二段19號2樓,中正區,濟南路
西北聯合牙醫診所,121.5349644,25.01259973,臺北市中正區汀州路三段１９０號二樓之１,中正區,汀州路
金恩牙醫診所,121.5209774,25.02868665,臺北市中正區羅斯福路二段16號3樓,中正區,羅斯福路
拉圖牙醫診所,121.5256442,25.04404719,臺北市中正區忠孝東路一段146號1、2樓,中正區,忠孝東路
璞鼎牙醫診所,121.5244672,25.04558104,臺北市中正區林森北路9巷12號2樓,中正區,林森北路
誠伸牙醫診所,121.5305375,25.03384548,臺北市中正區信義路二段213號二樓,中正區,信義路
長齡牙醫診所,121.5273861,25.02063762,臺北市中正區師大路163號,中正區,師大路
琠雅牙醫診所,121.5226328,25.0235399,臺北市中正區汀州路二段215號,中正區,汀州路
廖春美牙醫診所,121.5163587,25.02997083,臺北市中正區寧波西街78號2樓,中正區,寧波西街
南門牙醫診所,121.5208158,25.02961026,臺北市中正區羅斯福路2段1號2樓之1,中正區,羅斯福路
展望牙醫診所,121.5219211,25.04270223,臺北市中正區濟南路1段7號2樓,中正區,濟南路
典樺牙醫診所,121.5273295,25.03547162,臺北市中正區金山南路1段108號2樓、2樓之1 ,中正區,金山南路
碩田牙醫診所,121.5230401,25.04467171,臺北市中正區忠孝東路一段54號5樓之1、54號5樓之2,中正區,忠孝東路
威尼斯美學診所,121.5116118,25.04343958,臺北市中正區博愛路83號2樓,中正區,博愛路
悠媞時尚診所,121.515879,25.04545235,臺北市中正區許昌街30號4樓,中正區,許昌街
佳妍診所,121.5229481,25.02602274,臺北市中正區羅斯福路2段136號2樓,中正區,羅斯福路
博士眼科診所,121.5220446,25.02725181,臺北市中正區羅斯福路二段70號4樓之6、70號4樓之7、70號4樓之8,中正區,羅斯福路
幸福45號診所,121.5179344,25.04628235,臺北市中正區忠孝西路一段45號2、3樓,中正區,忠孝西路
恩加診所,121.515823,25.04630433,"臺北市中正區忠孝西路1段50號18樓之36,38",中正區,忠孝西路
蔡瑞芳眼科診所,121.5195526,25.03142485,臺北市中正區羅斯福路一段73號(實際營業地址一層)、75號2樓,中正區,羅斯福路
小千醫師診所,121.5316285,25.04107676,臺北市中正區忠孝東路二段134巷16號,中正區,忠孝東路
蘭心診所,121.5195177,25.02833674,臺北市中正區南昌路二段11號、15號,中正區,南昌路
祈約美醫皮膚科診所,121.5240563,25.04484061,臺北市中正區忠孝東路一段13號7樓,中正區,忠孝東路
立達診所,121.5231299,25.0445949,臺北市中正區忠孝東路一段54之1號、54之2號、54號2樓、54號3樓,中正區,忠孝東路
凱美力醫美整形外科診所,121.5337527,25.01500664,臺北市中正區羅斯福路四段50號2樓,中正區,羅斯福路
珍顏唯上診所,121.5148961,25.04641805,臺北市中正區館前路2號6樓,中正區,館前路
惠森復健科診所,121.5254452,25.02112716,臺北市中正區師大路172號、172號之1號,中正區,師大路
幸福天成診所,121.5179344,25.04628235,臺北市中正區忠孝西路一段45號2、3樓,中正區,忠孝西路
皇妍時尚整形外科診所,121.5180284,25.04582575,臺北市中正區忠孝西路一段6號8樓,中正區,忠孝西路
東妍診所,121.5288391,25.03442192,臺北市中正區信義路二段161巷8號2樓、8號2樓之1、12號(實際營業地址1、2樓),中正區,信義路
宜康診所,121.532466,25.03527506,臺北市中正區新生南路一段148號,中正區,新生南路
藝群台北診所,121.5124848,25.04721182,臺北市中正區忠孝西路一段102號4樓,中正區,忠孝西路
翔美時尚整形外科診所,121.5180284,25.04582575,臺北市中正區忠孝西路一段6號13樓,中正區,忠孝西路
濰視眼科診所,121.5151275,25.04533441,臺北市中正區館前路43號2樓,中正區,館前路
大安皮膚專科診所,121.5322622,25.03380853,臺北市中正區信義路二段281號、281號2樓,中正區,信義路
君綺美麗診所,121.5180284,25.04582575,臺北市中正區忠孝西路一段6號13樓,中正區,忠孝西路
美嘉美整形外科診所,121.5313467,25.03382685,臺北市中正區信義路二段251號5樓,中正區,信義路
日明耀診所,121.5130979,25.04360909,臺北市中正區重慶南路一段66之1號2樓之1,中正區,重慶南路
維格醫美診所,121.5095179,25.04500146,臺北市中正區中華路一段39號16樓,中正區,中華路
星和診所,121.5148961,25.04641805,臺北市中正區館前路2號6樓之1,中正區,館前路
漢蒂妮醫美診所,121.5149085,25.04466557,臺北市中正區館前路34號9樓,中正區,館前路
立光診所,121.5113602,25.04467234,臺北市中正區博愛路76號2樓,中正區,博愛路
和眾綜合診所,121.5180284,25.04582575,臺北市中正區忠孝西路一段6號,中正區,忠孝西路
家禾診所,121.513373,25.02765764,臺北市中正區三元街217號、217號2樓,中正區,三元街
虹約復健專科診所,121.5269608,25.03438881,臺北市中正區信義路二段91號2樓之2,中正區,信義路
百麗診所,121.5226184,25.04274483,臺北市中正區林森南路10號6樓之2,中正區,林森南路
波菲特醫美診所,121.5226827,25.0263915,臺北市中正區羅斯福路二段116號4樓之1,中正區,羅斯福路
首選整形診所,121.5179344,25.04628235,臺北市中正區忠孝西路一段45號2、3樓,中正區,忠孝西路
江恩婦產科診所,121.5169585,25.04544025,臺北市中正區許昌街8號,中正區,許昌街
元鼎診所,121.527277,25.04363846,臺北市中正區忠孝東路二段14號2樓,中正區,忠孝東路
小禾馨懷寧小兒專科診所,121.5133326,25.04310036,臺北市中正區重慶南路一段99號2樓,中正區,重慶南路
靚白天使時尚美學診所,121.5133719,25.04610266,臺北市中正區重慶南路一段13號9樓,中正區,重慶南路
身新醫學診所,121.5301482,25.03407553,臺北市中正區連雲街87號5樓,中正區,連雲街
李明儒耳鼻喉科診所,121.5068426,25.02721822,臺北市中正區中華路二段341號,中正區,中華路
禾馨懷寧眼科診所,121.5133326,25.04310036,臺北市中正區重慶南路一段99號2樓,中正區,重慶南路
站前淨妍醫美診所,121.514903,25.04526952,臺北市中正區館前路20號4樓,中正區,館前路
古亭光澤診所,121.5226827,25.0263915,臺北市中正區羅斯福路2段116號、116號2樓、116號2樓之1,中正區,羅斯福路
光澤晶漾診所,121.5148937,25.04540268,臺北市中正區館前路18號6樓,中正區,館前路
站前愛爾麗整形外科診所,121.5180284,25.04582575,臺北市中正區忠孝西路一段6號8樓,中正區,忠孝西路
好甘心診所,121.5168566,25.0444824,臺北市中正區公園路30號9樓之1、9樓之2,中正區,公園路
目急國際診所,121.5096651,25.04423233,臺北市中正區武昌街一段77號6樓之17,中正區,武昌街
元泰診所,121.5248173,25.02353325,臺北市中正區羅斯福路三段2號2樓,中正區,羅斯福路
懷寧復健科診所,121.5139321,25.04175139,臺北市中正區懷寧街110號,中正區,懷寧街
美好健康診所,121.5301444,25.03420354,臺北市中正區連雲街83號(實際營業地址:1樓、2樓、3樓),中正區,連雲街
大心古亭診所,121.5243096,25.0240366,臺北市中正區南昌路二段206號5樓之1,中正區,南昌路
博士診所,121.5160566,25.04520853,臺北市中正區南陽街8號地下(地下一層),中正區,南陽街
衡觀診所,121.5129843,25.04221112,臺北市中正區衡陽路20號6樓,中正區,衡陽路
敏旗診所,121.5275492,25.03466769,臺北市中正區金山南路1段155號5樓,中正區,金山南路
思源牙醫診所,121.5241536,25.02418385,臺北市中正區南昌路二段200號4樓,中正區,南昌路
中明牙科診所,121.512481,25.02666053,臺北市中正區汀州路一段２３５號,中正區,汀州路
佳音牙醫診所,121.5166949,25.03209181,臺北市中正區南昌路一段１１號１Ｆ,中正區,南昌路
聯嘉牙醫診所,121.5243096,25.0240366,臺北市中正區南昌路二段２０６號２樓之１,中正區,南昌路
慶聲牙醫診所,121.5207974,25.03262906,臺北市中正區寧波東街２４巷１２號,中正區,寧波東街
俊廣牙醫診所,121.5161727,25.0454206,臺北市中正區南陽街３號３Ｆ,中正區,南陽街
華山周牙醫診所,121.5316488,25.0418416,臺北市中正區忠孝東路二段６號2樓,中正區,忠孝東路
新光牙醫診所,121.5171527,25.03057171,臺北市中正區寧波西街６５號,中正區,寧波西街
清河牙醫診所,121.5261775,25.03477001,臺北市中正區信義路二段６３號二樓,中正區,信義路
林小兒科內科診所,121.5122993,25.04276019,臺北市中正區沅陵街２６之２號,中正區,沅陵街
敦智內科診所,121.5142485,25.04543617,臺北市中正區懷寧街１９號,中正區,懷寧街
吉星診所,121.5216651,25.04384249,臺北市中正區青島東路４－５號１樓,中正區,青島東路
劉瑞聰診所,121.5091803,25.02812026,臺北市中正區汀州路一段１９４號,中正區,汀州路
孫睿亮診所,121.5278505,25.03605999,臺北市中正區金山南路一段１２１號,中正區,金山南路
鄭文宗耳鼻喉科診所,121.5318328,25.03381158,臺北市中正區信義路二段２６７號,中正區,信義路
古亭中心耳鼻喉科診所,121.5042507,25.03097603,臺北市中正區中華路二段１６１號,中正區,中華路
林診所,121.5202927,25.03281714,臺北市中正區寧波東街２２號,中正區,寧波東街
朱小兒科診所,121.5240029,25.0221175,臺北市中正區汀州路二段２２０號１樓,中正區,汀州路
雙合耳鼻喉科聯合診所,121.5074467,25.03024021,臺北市中正區汀州路一段96號,中正區,汀州路
張孟源內科診所,121.5064406,25.0276502,臺北市中正區中華路二段３２５號,中正區,中華路
周正成小兒科診所,121.5233565,25.04062499,臺北市中正區徐州路24號,中正區,徐州路
丞泰耳鼻喉科診所,121.5172724,25.0309959,臺北市中正區南昌路一段７８號,中正區,南昌路
蕭耳鼻喉科診所,121.523485,25.02281464,臺北市中正區汀州路二段二六一號,中正區,汀州路
彭內科診所,121.5177857,25.0261185,臺北市中正區廈門街35號,中正區,廈門街
車參聖整形外科診所,121.5133719,25.04610266,臺北市中正區重慶南路一段13號6樓、7樓,中正區,重慶南路
池振坤耳鼻喉科診所,121.5174145,25.03080539,臺北市中正區南昌路一段88號2樓之1,中正區,南昌路
劉家庭醫學科診所,121.5246603,25.03609923,臺北市中正區杭州南路一段一四五號一、二樓,中正區,杭州南路
柯滄銘婦產科診所,121.5226184,25.04274482,臺北市中正區林森南路10號、10之1號、10號2樓、12號2樓、10號4樓、10號4樓之2,中正區,林森南路
蕙瑛婦產科診所,121.515823,25.04630433,臺北市中正區忠孝西路一段五十號二十四樓之二十四,中正區,忠孝西路
林超群眼科診所,121.5132293,25.04157054,臺北市中正區重慶南路一段143號2樓,中正區,重慶南路
紹毅內兒科診所,121.5310673,25.04381789,臺北市中正區八德路一段50號、50 號2樓、52號、52號(實際營業地址2樓),中正區,八德路
惠生診所,121.5281858,25.03552542,臺北市中正區臨沂街69之1號,中正區,臨沂街
古亭龍生診所,121.5087972,25.02852945,臺北市中正區汀州路一段１７４號,中正區,汀州路
羅綺皮膚科診所,121.5219211,25.04270223,臺北市中正區濟南路一段7號4樓,中正區,濟南路
戰痘診所,121.5161286,25.04384901,臺北市中正區南陽街21之6號,中正區,南陽街
同泰診所,121.5208735,25.0244653,臺北市中正區汀州路二段１３６號,中正區,汀州路
親子診所,121.5124433,25.0286311,臺北市中正區和平西路二段５０號,中正區,和平西路
惠恩診所,121.5309348,25.03972527,臺北市中正區濟南路二段四十八巷三至二號,中正區,濟南路
李相台診所,121.532466,25.03527506,臺北市中正區新生南路一段１４８號２樓之１,中正區,新生南路
長虹診所,121.5174034,25.04548954,臺北市中正區公園路十三號一、二、四樓，地下一樓,中正區,公園路
蔡明勳診所,121.521454,25.02804945,臺北市中正區羅斯福路二段４０號１樓,中正區,羅斯福路
劉秉誠診所,121.53256,25.04032717,臺北市中正區新生南路一段92號2樓,中正區,新生南路
拉菲爾人本診所,121.5151238,25.04496242,臺北市中正區館前路49號11樓,中正區,館前路
怡和診所,121.5237191,25.02236086,臺北市中正區汀州路二段二一二號,中正區,汀州路
奕康耳鼻喉科診所,121.5299712,25.03454651,臺北市中正區連雲街72號2樓,中正區,連雲街
李世輝耳鼻喉科診所,121.5177813,25.03061544,臺北市中正區南昌路一段79號,中正區,南昌路
大佳婦產科診所,121.5166104,25.04469865,臺北市中正區信陽街9號2樓,中正區,信陽街
東京風采整形外科診所,121.5280471,25.03802494,臺北市中正區仁愛路二段48號7樓,中正區,仁愛路
健康101診所,121.519083,25.02591453,臺北市中正區牯嶺街97號1樓,中正區,牯嶺街
站前大學眼科診所,121.5148954,25.04581397,臺北市中正區館前路8號3樓,中正區,館前路
美學院整形外科診所,121.53263,25.01609714,臺北市中正區羅斯福路三段312號7樓,中正區,羅斯福路
