,Name,Longtitude,Latitude,Address,Area,St,ZIP,TEL,Code
11,臺北市濱江非營利幼兒園（委託社團法人台北市教保人員協會辦理）,121.5607499,25.07955,臺北市中山區金泰里14鄰樂群二路262號,中山區,樂群二路,104,(02)85026191,341K02
12,臺北市濱江非營利幼兒園（委託社團法人台北市教保人員協會辦理）,121.5607499,25.07955,臺北市中山區金泰里14鄰樂群二路262號,中山區,樂群二路,104,(02)85026191,341K02
13,財團法人台北市私立強恕高級中學附設臺北市私立幼兒園,121.52097240000002,25.024620300000002,臺北市中正區板溪里14鄰汀州路二段143號,中正區,汀州路,100,(02)23680818,351X10
14,財團法人台北市私立強恕高級中學附設臺北市私立幼兒園,121.52097240000002,25.024620300000002,臺北市中正區板溪里14鄰汀州路二段143號,中正區,汀州路,100,(02)23680818,351X10
15,臺北市雙中非營利幼兒園（委託財團法人台北市中華基督教青年會辦理）,121.49262879999999,25.0275702,臺北市萬華區和德里21鄰興義街2號,萬華區,興義街,108,(02)2336-3258,371K01
16,臺北市雙中非營利幼兒園（委託財團法人台北市中華基督教青年會辦理）,121.49262879999999,25.0275702,臺北市萬華區和德里21鄰興義街2號,萬華區,興義街,108,(02)2336-3258,371K01
17,社團法人台北市兒童托育協會附設臺北市私立實踐非營利幼兒園（臺北市政府委託辦理）,121.557268,24.9831947,臺北市文山區樟文里4鄰忠順街一段4號,文山區,忠順街,116,(02)29390246,381K01
18,社團法人台北市兒童托育協會附設臺北市私立實踐非營利幼兒園（臺北市政府委託辦理）,121.557268,24.9831947,臺北市文山區樟文里4鄰忠順街一段4號,文山區,忠順街,116,(02)29390246,381K01
19,臺北市永建非營利幼兒園（委託社團法人台北市教保人員協會辦理）,121.55454099999999,24.988241,臺北市文山區華興里7鄰木柵路一段311巷1號,文山區,木柵路,116,(02)22347257,381K03
20,臺北市永建非營利幼兒園（委託社團法人台北市教保人員協會辦理）,121.55454099999999,24.988241,臺北市文山區華興里7鄰木柵路一段311巷1號,文山區,木柵路,116,(02)22347257,381K03
21,財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂附設臺北市私立靈糧幼兒園,121.56089569999999,25.00541,臺北市文山區興昌里20鄰萬美街2段80號,文山區,萬美街,116,(02)86636650,381X20
22,財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂附設臺北市私立靈糧幼兒園,121.56089569999999,25.00541,臺北市文山區興昌里20鄰萬美街2段80號,文山區,萬美街,116,(02)86636650,381X20
23,財團法人台北市中華基督教景美浸信會附設臺北市私立聖愛幼兒園,121.538754,24.992131,臺北市文山區景美里14鄰育英街63號,文山區,育英街,116,(02)29332244,381X22
24,財團法人台北市中華基督教景美浸信會附設臺北市私立聖愛幼兒園,121.538754,24.992131,臺北市文山區景美里14鄰育英街63號,文山區,育英街,116,(02)29332244,381X22
25,財團法人台北市中華基督教青年會附設臺北市私立文山幼兒園,121.54578240000001,24.9862992,臺北市文山區試院里14鄰和興路2號,文山區,和興路,116,(02)22362817,381X25
26,財團法人台北市中華基督教青年會附設臺北市私立文山幼兒園,121.54578240000001,24.9862992,臺北市文山區試院里14鄰和興路2號,文山區,和興路,116,(02)22362817,381X25
27,臺北市樟新非營利幼兒園（委託社團法人台北市兒童托育協會辦理）,121.55648000000001,24.9796342,臺北市文山區樟新里9鄰一壽街22號,文山區,一壽街,116,(02)86612696#7,381X2C
28,臺北市樟新非營利幼兒園（委託社團法人台北市兒童托育協會辦理）,121.55648000000001,24.9796342,臺北市文山區樟新里9鄰一壽街22號,文山區,一壽街,116,(02)86612696#7,381X2C
29,臺北市景新非營利幼兒園(委託社團法人台北市兒童托育協會辦理),121.5418982,24.9899211,臺北市文山區景行里22鄰景後街151號,文山區,景後街,116,(02)29328566,381X3W
30,臺北市景新非營利幼兒園(委託社團法人台北市兒童托育協會辦理),121.5418982,24.9899211,臺北市文山區景行里22鄰景後街151號,文山區,景後街,116,(02)29328566,381X3W
31,財團法人台北市華亞之聲社中華基督教便以利教會附設臺北市私立華聲幼兒園,121.57332079999999,24.9884576,臺北市文山區萬興里11鄰指南路2段11號,文山區,指南路,116,(02)29392038,381X4V
32,財團法人台北市華亞之聲社中華基督教便以利教會附設臺北市私立華聲幼兒園,121.57332079999999,24.9884576,臺北市文山區萬興里11鄰指南路2段11號,文山區,指南路,116,(02)29392038,381X4V
33,臺北市新東湖非營利幼兒園(委託社團法人台北市幼兒園協會辦理),121.61838780000001,25.0704268,臺北市內湖區東湖里10鄰康樂街110巷16弄22號,內湖區,康樂街,114,(02)26327828,401X59
34,臺北市新東湖非營利幼兒園(委託社團法人台北市幼兒園協會辦理),121.61838780000001,25.0704268,臺北市內湖區東湖里10鄰康樂街110巷16弄22號,內湖區,康樂街,114,(02)26327828,401X59
35,臺北市天母非營利幼兒園（委託社團法人台北市幼兒園協會辦理）,121.5275331,25.1197914,臺北市士林區天玉里3鄰天玉街12號,士林區,天玉街,111,(02)28772327,411K03
36,臺北市天母非營利幼兒園（委託社團法人台北市幼兒園協會辦理）,121.5280957,25.1200102,臺北市士林區天玉里3鄰天玉街12號,士林區,天玉街,111,(02)28772327,411K03
37,臺北市三玉非營利幼兒園（委託社團法人台北市幼兒園協會辦理）,121.5323988,25.1114866,臺北市士林區三玉里14鄰忠誠路二段53巷7號,士林區,忠誠路,111,(02)88661016,411X4F
38,臺北市三玉非營利幼兒園（委託社團法人台北市幼兒園協會辦理）,121.5323988,25.1114866,臺北市士林區三玉里14鄰忠誠路二段53巷7號,士林區,忠誠路,111,(02)88661016,411X4F
39,臺北市吉利非營利幼兒園(委託社團法人台北市親子成長協會辦理),121.505032,25.119493,臺北市北投區立農里25鄰立農街一段366號,北投區,立農街,112,(02)28200118,421X2E
40,臺北市吉利非營利幼兒園(委託社團法人台北市親子成長協會辦理),121.505032,25.119493,臺北市北投區立農里25鄰立農街一段366號,北投區,立農街,112,(02)28200118,421X2E
41,臺北市私立育華幼兒園,121.5516635,25.0460869,臺北市松山區敦化里16鄰八德路3段12巷51弄44之2號,松山區,八德路,105,(02)25706450,311X01
42,財團法人臺北市私立立德幼兒園,121.56294950000002,25.0534842,臺北市松山區東光里26鄰南京東路5段123巷8弄47號,松山區,南京東路,105,(02)27670043,311X02
43,臺北市私立圓圓幼兒園,121.545607,25.053401,臺北市松山區中正里27鄰慶城街20號,松山區,慶城街,105,(02)27121692,311X04
44,育達學校財團法人臺北市私立普林思頓高級中等學校附設臺北市私立點點幼兒園,121.5552254,25.0501265,臺北市松山區復勢里10鄰南京東路四段120巷31號,松山區,南京東路,105,(02)25789177,311X06
45,財團法人臺灣省臺南市天主教鮑思高慈幼會附設臺北市私立思高幼兒園,121.54738799999998,25.05808,臺北市松山區民有里2鄰民生東路三段125號,松山區,民生東路,105,(02)27135473,311X09
46,臺北市私立正欣幼兒園,121.55587,25.0574228,臺北市松山區介壽里11鄰光復北路165巷5號,松山區,光復北路,105,(02)27639957,311X10
47,臺北市私立維多利亞幼兒園,121.5481871,25.0600909,臺北市松山區民有里20鄰民權東路3段160巷19弄17號,松山區,民權東路,105,(02)27183809,311X11
48,臺北市私立光華幼兒園,121.54588740000001,25.0528339,臺北市松山區中正里16鄰慶城街16巷,松山區,慶城街,105,(02)27154555,311X13
49,臺北市私立民權幼兒園,121.56638999999998,25.062814000000003,臺北市松山區新益里5鄰富錦街562巷13號,松山區,富錦街,105,(02)27131092,311X16
50,臺北市私立民族幼兒園,121.56095890000002,25.0578704,臺北市松山區介壽里3鄰新中街4巷,松山區,新中街,105,(02)27612638,311X18
51,臺北市私立郁欣幼兒園,121.55406200000002,25.0460979,臺北市松山區復源里3鄰八德路三段106巷70號,松山區,八德路,105,(02)25787470,311X19
52,臺北市私立三民幼兒園,121.5586861,25.0594008,臺北市松山區東榮里9鄰民生東路五段69巷2弄,松山區,民生東路,105,(02)27651882,311X20
53,臺北市私立童欣幼兒園,121.5598163,25.0605455,臺北市松山區東榮里13鄰富錦街396號,松山區,富錦街,105,(02)27662965,311X21
54,臺北市私立優寶幼兒園,121.5548723,25.0527622,臺北市松山區東勢里5鄰南京東路四段133巷6弄2號,松山區,南京東路,105,(02)27131091,311X24
55,臺北市私立卡兒堡幼兒園,121.551484,25.045251500000003,臺北市松山區敦化里26鄰八德路三段12巷57弄,松山區,八德路,105,(02)25784555,311X2I
56,臺北市私立健寶兒幼兒園,121.5483344,25.0594391,臺北市松山區民有里13鄰敦化北路222巷,松山區,敦化北路,105,(02)27123455,311X2J
57,臺北市經國三民非營利幼兒園（委託財團法人經國管理暨健康學院辦理）,121.56290829999999,25.059315100000003,臺北市松山區三民里18鄰民生東路5段163-1號,松山區,民生東路,105,(02)27564213,311X2O
58,臺北市私立多多優質幼兒園,121.5555304,25.0459165,臺北市松山區復建里8鄰光復南路46巷,松山區,光復南路,105,(02)25791370,311X2Q
59,臺北市私立小敦園幼兒園,121.550349,25.053503,臺北市松山區中華里8鄰敦化北路145巷55號,松山區,敦化北路,105,(02)25459211,311X2X
60,臺北市私立小慶園幼兒園,121.54609599999999,25.053749,臺北市松山區中正里27鄰慶城街16巷9-1號,松山區,慶城街,105,(02)27190521,311X2Y
61,臺北市私立天喜幼兒園,121.5677059,25.0632205,臺北市松山區新益里1鄰民權東路五段102號,松山區,民權東路,105,(02)27672567,311X31
62,臺北市私立賀瑞幼兒園,121.55102140000001,25.0531566,臺北市松山區中華里14鄰南京東路四段53巷11弄1號,松山區,南京東路,105,(02)27127575,311X35
63,臺北市私立勁寶兒民權幼兒園,121.5454303,25.0593685,臺北市松山區民有里6鄰民權東路三段106巷21弄12號,松山區,民權東路,105,(02)27199719,311X38
64,臺北市私立聖如幼兒園,121.5462658,25.0603424,臺北市松山區民有里10鄰復興北路361巷26號,松山區,復興北路,105,(02)27180033,311X3D
65,臺北市私立凱思幼兒園,121.5571872,25.0504424,臺北市松山區復勢里19鄰光復北路100巷8號,松山區,光復北路,105,(02)25791350,311X3H
66,臺北市私立凱思幼兒園,121.5571872,25.0504424,臺北市松山區復勢里19鄰光復北路100巷8號,松山區,光復北路,105,(02)25791350,311X3H
67,臺北市私立喜樂幼兒園,121.565358,25.054053,臺北市松山區安平里9鄰健康路290之1號,松山區,健康路,105,(02)27622872,311X3I
68,臺北市私立親子坊幼兒園,121.5672188,25.0559509,臺北市松山區鵬程里9鄰健康路325巷16號,松山區,健康路,105,(02)27612798,311X3J
69,臺北市私立聖儒幼兒園,121.5461467,25.060326899999996,臺北市松山區民有里10鄰復興北路361巷24號,松山區,復興北路,105,(02)27173888,311X3W
70,臺北市私立資幼幼兒園,121.55871840000002,25.0604779,臺北市松山區東榮里13鄰富錦街372號,松山區,富錦街,105,(02)27674365,311X3Y
71,臺北市私立德馨幼兒園,121.54977620000001,25.046619399999997,臺北市松山區敦化里7鄰八德路三段12巷20弄18號,松山區,八德路,105,(02)25700768,311X40
72,臺北市私立青林幼兒園,121.547878,25.046603,臺北市松山區福成里3鄰敦化南路一段80巷20號,松山區,敦化南路,105,(02)27314531,311X43
73,臺北市私立寶仁幼兒園,121.5552,25.055985,臺北市松山區龍田里32鄰光復北路230巷1號,松山區,光復北路,105,(02)27150971,311X47
74,臺北市私立馨兒園幼兒園,121.55060559999998,25.0459031,臺北市松山區敦化里10鄰八德路三段12巷60號,松山區,八德路,105,(02)25775928,311X48
75,財團法人福智文教基金會附設臺北市私立妙慧幼兒園,121.554744,25.0529935,臺北市松山區東勢里1鄰南京東路4段133巷5弄25號,松山區,南京東路,105,(02)25451307,311X4B
76,臺北市私立嘉勝幼兒園,121.56406409999998,25.0528712,臺北市松山區東光里22鄰三民路,松山區,三民路,105,(02)27648859,311X4E
77,臺北市私立嘉勝幼兒園,121.56406409999998,25.0528712,臺北市松山區東光里22鄰三民路,松山區,三民路,105,(02)27648859,311X4E
78,臺北市私立嘉維幼兒園,121.56406409999998,25.0528712,臺北市松山區東光里22鄰三民路,松山區,三民路,105,(02)27648859,311X4F
79,臺北市私立嘉維幼兒園,121.56406409999998,25.0528712,臺北市松山區東光里22鄰三民路,松山區,三民路,105,(02)27648859,311X4F
80,臺北市私立格爾幼兒園,121.5466648,25.048036899999996,臺北市松山區中崙里7鄰八德路二段402號,松山區,八德路,105,(02)87738855,311X4J
81,臺北市私立松迪幼兒園,121.5649202,25.050819399999998,臺北市松山區新聚里17鄰東興路2巷10號,松山區,東興路,105,(02)27615555,311X4O
82,臺北市立敦化國民中學教師會附設臺北市私立員工子女幼兒園,121.5467135,25.0515711,臺北市松山區中正里11鄰南京東路3段300號,松山區,南京東路,105,(02)87717890#317,311X4Q
83,臺北市私立耕心幼兒園,121.5510601,25.053413199999998,臺北市松山區中華里13鄰南京東路四段53巷11弄2號,松山區,南京東路,105,(02)25463743,311X4S
84,財團法人福智文教基金會附設臺北市私立妙行幼兒園,121.5559743,25.0520902,臺北市松山區東勢里1鄰南京東路4段133巷5弄23號,松山區,南京東路,105,(02)25451351,311X4W
85,臺北市私立友友幼兒園,121.55837450000001,25.052228399999997,臺北市松山區東光里11鄰南京東路五段23巷6弄9號,松山區,南京東路,105,(02)27568845,311X50
86,臺北市私立正欣?蒙幼兒園,121.55576840000002,25.0574138,臺北市松山區介壽里11鄰光復北路165巷3號,松山區,光復北路,105,(02)27639957,311X53
87,臺北市私立純青幼兒園,121.554309,25.0547124,臺北市松山區龍田里36鄰光復北路190巷35號,松山區,光復北路,105,(02)27171217,311X56
88,臺北市私立小親親幼兒園,121.55323929999999,25.0563292,臺北市松山區東昌里12鄰民生東路4段80巷15弄3號,松山區,民生東路,105,(02)27131492,311X58
89,臺北市私立哈寶寶幼兒園,121.5588909,25.059413100000004,臺北市松山區東榮里26鄰民生東路五段69巷2弄13號,松山區,民生東路,105,(02)37653868,311X59
90,臺北市私立豐村幼兒園,121.560806,25.0480799,臺北市松山區復盛里17鄰八德路四段106巷2弄4號,松山區,八德路,105,(02)27619160,311X5B
91,臺北市私立宜家民權蒙特梭利幼兒園,121.5465771,25.061642000000003,臺北市松山區民有里28鄰民權東路3段140巷4號,松山區,民權東路,105,(02)25472626,311X5C
92,臺北市私立凱思寶幼兒園,121.5571872,25.0504424,臺北市松山區復勢里19鄰光復北路100巷8號,松山區,光復北路,105,(02)25791349,311X5E
93,臺北市私立凱思寶幼兒園,121.5571872,25.0504424,臺北市松山區復勢里19鄰光復北路100巷8號,松山區,光復北路,105,(02)25791349,311X5E
94,財團法人台北市中華基督教青年會附設臺北市私立永吉幼兒園,121.579676,25.045846,臺北市信義區永吉里1鄰永吉路500號,信義區,永吉路,110,(02)2763-1261,321K01
95,財團法人台北市中華基督教青年會附設臺北市私立永吉幼兒園,121.579676,25.045846,臺北市信義區永吉里1鄰永吉路500號,信義區,永吉路,110,(02)2763-1261,321K01
96,臺北市私立上群蒙特梭利信義幼兒園,121.57241499999999,25.0416146,臺北市信義區富台里14鄰忠孝東路5段217號,信義區,忠孝東路,110,(02)27693636,321K02
97,臺北市信中非營利幼兒園（委託財團法人福智文教基金會辦理）,121.567577,25.028644,臺北市信義區三張里13鄰松仁路158巷1號,信義區,松仁路,110,(02)2720-2271,321K03
98,臺北市吉中非營利幼兒園(委託財團法人台北基督教女青年會辦理),121.57409469999999,25.048313699999998,臺北市信義區四育里8鄰松隆路161號,信義區,松隆路,110,(02)2768-1159,321K04
99,臺北市?公非營利幼兒園（委託社團法人中華音樂舞蹈暨表演藝術教育協會辦理）,121.5854372,25.037072199999997,臺北市信義區中行里16鄰福德街221巷15號,信義區,福德街,110,(02)27279090,321K05
100,臺北市私立國泰幼兒園,121.57462350000002,25.043256799999998,臺北市信義區長春里5鄰永吉路278巷57弄16號,信義區,永吉路,110,(02)27617760,321X01
101,臺北市私立六三幼兒園,121.5700827,25.026030300000002,臺北市信義區三犁里7鄰信義路5段150巷351號,信義區,信義路,110,(02)23454058,321X04
102,臺北市私立上群蒙特梭利忠孝幼兒園,121.56738179999999,25.0423074,臺北市信義區興雅里24鄰忠孝東路5段207號,信義區,忠孝東路,110,(02)27691208,321X05
103,臺北市私立君格幼兒園,121.56685990000001,25.043612,臺北市信義區敦厚里4鄰松隆路9巷,信義區,松隆路,110,(02)27614112,321X09
104,臺北市私立友愛幼兒園,121.580568,25.0408,臺北市信義區松光里13鄰忠孝東路5段524巷5弄23號,信義區,忠孝東路,110,(02)27285918,321X13
105,臺北市私立寶兒寶幼兒園,121.55805079999999,25.0366125,臺北市信義區正和里14鄰光復南路419巷17號,信義區,光復南路,110,(02)23458112,321X19
106,臺北市私立天主教三德幼兒園,121.5688375,25.024319600000002,臺北市信義區六合里5鄰松仁路228巷15號,信義區,松仁路,110,(02)27221062#11,321X21
107,臺北市私立天琪幼兒園,121.56929099999999,25.021088,臺北市信義區泰和里28鄰吳興街600巷83弄,信義區,吳興街,110,(02)27233079,321X22
108,臺北市私立慧光幼兒園,121.576198,25.035827899999997,臺北市信義區安康里18鄰虎林街232巷66弄1號,信義區,虎林街,110,(02)27279422,321X26
109,臺北市私立喬伊幼兒園,121.5807334,25.041385100000003,臺北市信義區松光里12鄰忠孝東路五段524巷3弄27號,信義區,忠孝東路,110,(02)23460084,321X2J
110,臺北市私立甲子園幼兒園,121.55500079999999,25.0225199,臺北市信義區黎平里12鄰信安街161號,信義區,信安街,110,(02)27358636,321X2P
111,臺北市私立全心幼兒園,121.575011,25.0477,臺北市信義區四育里11鄰虎林街40巷30號,信義區,虎林街,110,(02)27660046,321X2R
112,臺北市私立聖幼幼兒園,121.576198,25.035827899999997,臺北市信義區安康里18鄰虎林街232巷54號,信義區,虎林街,110,(02)27599391,321X2S
113,臺北市私立傑生幼兒園,121.5730939,25.041943399999997,臺北市信義區富台里7鄰忠孝東路五段295巷6弄,信義區,忠孝東路,110,(02)27480759,321X2T
114,臺北市私立逸仙幼兒園,121.56211940000001,25.040111,臺北市信義區興隆里13鄰逸仙路42巷6號,信義區,逸仙路,110,(02)27224144,321X2Y
115,臺北市私立達德幼兒園,121.56680700000001,25.027464000000002,臺北市信義區三張里9鄰莊敬路423巷2弄4號,信義區,莊敬路,110,(02)27295967,321X34
116,臺北市私立吳興幼兒園,121.56942179999999,25.026047600000002,臺北市信義區三犁里4鄰松仁路253巷3弄8號,信義區,松仁路,110,(02)27253008,321X3A
117,臺北市私立宗周幼兒園,121.5791162,25.042101300000002,臺北市信義區永春里9鄰松山路393巷32號,信義區,松山路,110,(02)87852293,321X3C
118,臺北市私立信義蒙特梭利幼兒園,121.5728879,25.038071300000002,臺北市信義區安康里6鄰忠孝東路五段236巷45弄9號,信義區,忠孝東路,110,(02)27251155,321X3J
119,臺北市政府附設臺北市私立市政大樓員工子女幼兒園,121.56443270000001,25.0375417,臺北市信義區西村里8鄰市府路1號,信義區,市府路,110,(02)27208889#3430,321X3L
120,臺北市私立培諾米達信義幼兒園,121.57490630000001,25.036465600000003,臺北市信義區安康里20鄰松德路161之4號,信義區,松德路,110,(02)27266099,321X3N
121,財團法人中華文化社會福利事業基金會台北兒童福利中心附設臺北市私立實驗幼兒園,121.5710605,25.0421944,臺北市信義區富台里14鄰虎林街120巷270號,信義區,虎林街,110,(02)27679264#501,321X3T
122,臺北市私立清心幼兒園,121.58288429999999,25.0373448,臺北市信義區中坡里1鄰福德街137巷,信義區,福德街,110,(02)27261705,321X3W
123,臺北市私立微笑幼兒園,121.55721869999999,25.0212596,臺北市信義區黎平里23鄰和平東路3段341巷12號,信義區,和平東路,110,(02)87323560,321X45
124,臺北市私立子畝蒙特梭利幼兒園,121.58030690000001,25.0420492,臺北市信義區松光里10鄰忠孝東路5段558號,信義區,忠孝東路,110,(02)27592360,321X46
125,臺北市私立佑保幼兒園,121.578152,25.0407609,臺北市信義區松光里1鄰忠孝東路五段490號,信義區,忠孝東路,110,(02)27594855,321X47
126,臺北市私立何嘉仁信安寶貝幼兒園,121.5548703,25.0228544,臺北市信義區黎平里11鄰信安街200號,信義區,信安街,110,(02)27369666,321X48
127,臺北市私立菁英種子幼兒園,121.5337088,25.0402879,臺北市大安區民輝里10鄰濟南路3段11號,大安區,濟南路,106,(02)27315785,331K01
128,臺北市私立弘人幼兒園,121.547633,25.0283749,臺北市大安區龍雲里17鄰四維路170巷3號,大安區,四維路,106,(02)27047899,331K02
129,耕莘健康管理專科學校附設臺北市私立黃鸝鳥非營利幼兒園（臺北市政府委託辦理）,121.5354217,25.0140674,臺北市大安區學府里17鄰羅斯福路四段21號,大安區,羅斯福路,106,(02)23621071,331K03
130,臺北市私立樹屋幼兒園,121.55204609999998,25.0285635,臺北市大安區通安里18鄰樂利路11巷19號,大安區,樂利路,106,(02)23782200#28,331K04
131,臺北市族中非營利幼兒園（委託社團法人台北市教保人員協會辦理）,121.53884040000001,25.0111994,臺北市大安區學府里1鄰羅斯福路4段113巷13號,大安區,羅斯福路,106,(02)27365861,331K05
132,臺北市族中非營利幼兒園（委託社團法人台北市教保人員協會辦理）,121.53884040000001,25.0111994,臺北市大安區學府里1鄰羅斯福路4段113巷13號,大安區,羅斯福路,106,(02)27365861,331K05
133,臺北市懷中非營利幼兒園（委託財團法人海棠文教基金會辦理）,121.5417856,25.0410225,臺北市大安區義村里11鄰忠孝東路3段248巷30號,大安區,忠孝東路,106,(02)27114688,331K06
134,臺北市新安非營利幼兒園（委託社團法人台灣幼兒早期教育協會辦理）,121.5491744,25.0199392,臺北市大安區芳和里8鄰臥龍街129號,大安區,臥龍街,106,(02)27360227,331K07
135,臺北市私立陽光小屋幼兒園,121.54046509999998,25.0284017,臺北市大安區龍陣里1鄰瑞安街208巷14弄24號,大安區,瑞安街,106,(02)27070728,331K08
136,臺北市私立國際蒙特梭利大安森林幼兒園,121.53344950000002,25.0363234,臺北市大安區民炤里5鄰新生南路1段143巷,大安區,新生南路,106,(02)27846537,331K09
137,財團法人天主教會台北教區附設臺北市私立曉星幼兒園,121.55629499999999,25.034374,臺北市大安區光信里27鄰延吉街254號,大安區,延吉街,106,(02)27033211,331X05
138,臺北市私立寶血幼兒園,121.5299557,25.021928600000003,臺北市大安區古風里9鄰泰順街60巷18弄8號,大安區,泰順街,106,(02)23631896,331X06
139,財團法人台灣聖公會附設臺北市私立聖約翰幼兒園,121.54317859999999,25.024459699999998,臺北市大安區龍淵里1鄰復興南路二段280號,大安區,復興南路,106,(02)27327334,331X07
140,臺北市私立華菂幼兒園,121.5506291,25.0257479,臺北市大安區全安里8鄰安和路二段217巷,大安區,安和路,106,(02)27350267,331X08
141,臺北市私立華菂幼兒園,121.5506291,25.0257479,臺北市大安區全安里8鄰安和路二段217巷,大安區,安和路,106,(02)27350267,331X08
142,臺北市私立育樂幼兒園,121.55610459999998,25.020091600000004,臺北市大安區黎孝里17鄰和平東路三段308巷,大安區,和平東路,106,(02)27355304,331X11
143,財團法人台北市中華基督教衛理公會衛理堂附設台北市私立衛理幼兒園,121.53309809999999,25.0398249,臺北市大安區民輝里2鄰新生南路一段113號,大安區,新生南路,106,(02)27713679,331X15
144,財團法人台北市中華基督教衛理公會衛理堂附設台北市私立衛理幼兒園,121.53309809999999,25.0398249,臺北市大安區民輝里2鄰新生南路一段113號,大安區,新生南路,106,(02)27713679,331X15
145,財團法人臺北市私立立人國際國民中小學附設臺北市私立幼兒園,121.5519283,25.029835199999997,臺北市大安區通安里20鄰安和路二段99號,大安區,安和路,106,(02)27361388#518,331X19
146,臺北市私立惠真幼兒園,121.5558341,25.028531100000002,臺北市大安區臨江里14鄰通化街143巷31號,大安區,通化街,106,(02)27383431,331X21
147,財團法人天主教會台北教區附設臺北市私立信光幼兒園,121.55328870000001,25.0275281,臺北市大安區法治里9鄰通化街178號,大安區,通化街,106,(02)27386770,331X23
148,臺北市私立信望愛幼兒園,121.548069,25.024060000000002,臺北市大安區虎嘯里2鄰敦化南路二段172巷3號,大安區,敦化南路,106,(02)27330444,331X30
149,臺北市私立愛英幼兒園,121.5268137,25.029229100000002,臺北市大安區錦安里2鄰金山南路二段159巷3號,大安區,金山南路,106,(02)23219844,331X31
150,臺北市私立佳安幼兒園,121.550017,25.024171600000003,臺北市大安區黎孝里7鄰樂業街,大安區,樂業街,106,(02)27332971,331X32
151,臺北市私立四維幼兒園,121.54682290000001,25.0257016,臺北市大安區群賢里13鄰和平東路三段1巷25號,大安區,和平東路,106,(02)27073718,331X34
152,財團法人臺北市私立復興實驗高級中學附設臺北市私立幼兒園,121.5484403,25.0394418,臺北市大安區敦安里19鄰敦化南路一段262號,大安區,敦化南路,106,(02)27715859#411,331X35
153,財團法人台北市基督教浸信會懷恩堂附設臺北市私立懷恩幼兒園,121.533171,25.017788,臺北市大安區大學里4鄰新生南路3段90號,大安區,新生南路,106,(02)23636593,331X36
154,財團法人台北市基督教浸信會懷恩堂附設臺北市私立懷恩幼兒園,121.533171,25.017788,臺北市大安區大學里4鄰新生南路3段90號,大安區,新生南路,106,(02)23636593,331X36
155,臺北市私立仁和幼兒園,121.5420346,25.043209100000002,臺北市大安區誠安里5鄰忠孝東路三段251巷9弄8號,大安區,忠孝東路,106,(02)27111787,331X37
156,臺北市私立光目華德福幼兒園,121.5560672,25.0356372,臺北市大安區光信里15鄰延吉街241巷2弄11號,大安區,延吉街,106,(02)23253638,331X38
157,新民學校財團法人臺北市私立新民國民小學附設臺北市私立幼兒園,121.53166110000001,25.0222236,臺北市大安區龍坡里22鄰辛亥路一段113號,大安區,辛亥路,106,(02)23630450#600,331X39
158,財團法人臺北市私立蒙特梭利幼兒園,121.5338203,25.0408247,臺北市大安區民輝里14鄰新生南路1段103巷27號,大安區,新生南路,106,(02)27529503#20,331X43
