機構名稱,Longitude,Latitude,Address,Area,St
貢玄藥局,121.5319628,25.06039407,臺北市中山區錦州街２0７號,中山區,錦州街
建元藥局,121.5284529,25.0670582,臺北市中山區德惠街79巷8號,中山區,德惠街
榮昌藥局,121.5244152,25.06463068,臺北市中山區雙城街十七之三號,中山區,雙城街
華友藥局,121.5398617,25.06607623,臺北市中山區龍江路３５６巷２７號１樓,中山區,龍江路
惠友藥局,121.5314085,25.05444439,臺北市中山區一江街６０號一樓,中山區,一江街
康仁藥局,121.548865,25.08063238,臺北市中山區北安路578巷8弄3號,中山區,北安路
名章藥局,121.5412817,25.05620776,臺北市中山區興安街５１－５號１樓,中山區,興安街
大直藥局,121.5488379,25.08272832,臺北市中山區北安路617號1樓,中山區,北安路
慈海藥局,121.5291312,25.06427377,臺北市中山區中原街一四三號,中山區,中原街
永直藥局,121.5482952,25.08192618,臺北市中山區北安路595巷2弄6號,中山區,北安路
蓁榛健康生活藥局,121.53911,25.05845421,臺北市中山區合江街100之2號1樓,中山區,合江街
人人藥局,121.5303983,25.06208985,臺北市中山區吉林路二六七號一樓,中山區,吉林路
文德藥局,121.5400876,25.06607539,臺北市中山區龍江路三五六巷十九號一樓,中山區,龍江路
展佑藥局,121.5317112,25.05472764,臺北市中山區長春路一四六之一號,中山區,長春路
中崙藥局,121.5426085,25.04736173,臺北市中山區八德路二段三０七號,中山區,八德路
祥泰藥局,121.5250871,25.05141934,臺北市中山區林森北路136號,中山區,林森北路
嘉恩藥局,121.538508,25.06032598,臺北市中山區錦州街321號,中山區,錦州街
樂活苑藥局,121.547952,25.08014025,臺北市中山區北安路546號1樓,中山區,北安路
麗亞藥局,121.5242361,25.06634085,臺北市中山區雙城街32號,中山區,雙城街
大愛藥師藥局,121.5303915,25.06164733,臺北市中山區吉林路255號,中山區,吉林路
久大藥局,121.5254776,25.06126938,臺北市中山區林森北路480號,中山區,林森北路
專心藥局,121.5347251,25.0542576,臺北市中山區伊通街112之2號,中山區,伊通街
康林藥局,121.5437701,25.05616582,臺北市中山區興安街105號,中山區,興安街
民生興安藥局,121.543538,25.05745882,臺北市中山區民生東路3段90之1號,中山區,民生東路
啟美藥師藥局,121.5352375,25.06023864,臺北市中山區錦州街282號,中山區,錦州街
華康藥局,121.5216732,25.05824836,臺北市中山區民生西路3巷2之1號,中山區,民生西路
龍江藥局,121.5402935,25.06591256,臺北市中山區龍江路356巷14號,中山區,龍江路
躍獅晴光藥局,121.5245403,25.06500749,臺北市中山區農安街23之2號,中山區,農安街
德惠藥局,121.5300424,25.06652212,臺北市中山區德惠街122號,中山區,德惠街
金生藥局,121.5406803,25.04842621,臺北市中山區長安東路2段167之1號,中山區,長安東路
興康源藥局,121.5214016,25.05143389,臺北市中山區中山北路1段140巷8號,中山區,中山北路
富宥康藥局,121.5496274,25.08262868,臺北市中山區北安路608巷5弄22號,中山區,北安路
淮濟藥師藥局,121.548558,25.08082206,臺北市中山區北安路570號(實際營業地址:1樓及地下1樓),中山區,北安路
逸帆藥局,121.5312441,25.0604171,臺北市中山區錦州街189號,中山區,錦州街
正傑健保藥局,121.5425691,25.04838455,臺北市中山區長安東路二段181號,中山區,長安東路
錦西春天生活藥局,121.5215743,25.06024008,臺北市中山區錦西街10號,中山區,錦西街
盛康藥局,121.5305078,25.06587178,臺北市中山區吉林路399號,中山區,吉林路
中山藥局,121.5250397,25.05124953,臺北市中山區林森北路128號,中山區,林森北路
保德明水藥局,121.5492907,25.08191229,臺北市中山區北安路608巷4弄1號,中山區,北安路
廣福中西藥局,121.5416596,25.06011408,臺北市中山區錦州街406號,中山區,錦州街
錦康活力藥局,121.5350401,25.06002402,臺北市中山區民生東路2段147巷11弄1號地下,中山區,民生東路
大直健康藥局,121.5486435,25.08194407,臺北市中山區北安路591號,中山區,北安路
娸淇藥局,121.5348935,25.05305456,臺北市中山區伊通街95號,中山區,伊通街
OK藥師藥局,121.5434646,25.05615461,臺北市中山區興安街95號,中山區,興安街
昶青林森藥局,121.526852,25.05018155,臺北市中山區林森北路119巷52號,中山區,林森北路
麗恩藥局,121.5257983,25.06529877,臺北市中山區林森北路575之5號,中山區,林森北路
建誠中西藥局,121.5410461,25.06510644,臺北市中山區龍江路385之1號,中山區,龍江路
誠意中西藥局,121.5258246,25.06647284,臺北市中山區林森北路613號,中山區,林森北路
長安藥局,121.541786,25.04840085,臺北市中山區長安東路二段171-3號,中山區,長安東路
仁一藥局,121.5255056,25.06232638,臺北市中山區林森北路520號,中山區,林森北路
大直小太陽藥局,121.5487621,25.08240974,臺北市中山區北安路607-1號,中山區,北安路
美康正康藥局,121.5490518,25.08242599,臺北市中山區北安路616之1號、618號2樓之1,中山區,北安路
大直永安藥局,121.5481721,25.08072835,臺北市中山區北安路567之2號,中山區,北安路
元宏藥局,121.5464584,25.07940104,臺北市中山區北安路458巷41弄49號,中山區,北安路
農安藥局,121.5247732,25.06483218,臺北市中山區農安街18之1號,中山區,農安街
榮星藥局,121.5552348,25.05213652,臺北市松山區南京東路四段１３３巷５弄１號,松山區,南京東路
東北藥局,121.5659226,25.05754042,臺北市松山區新東街３巷２號,松山區,新東街
新光藥局,121.5535281,25.04871727,臺北市松山區八德路三段99巷4號,松山區,八德路
健全藥局,121.5449109,25.06326943,臺北市松山區民權東路三段１０３巷２０號,松山區,民權東路
李得安藥局,121.5598565,25.05733299,臺北市松山區民生東路五段３６巷８弄１１號一樓,松山區,民生東路
瑞昌大藥局,121.5449185,25.06298433,臺北市松山區民權東路三段103巷10號,松山區,民權東路
和諧藥局,121.5621512,25.05849357,臺北市松山區民生東路五段１４８號２樓,松山區,民生東路
德川中西藥局,121.5606599,25.0483598,臺北市松山區八德路4段96號,松山區,八德路
安郁藥局,121.5511815,25.04608639,臺北市松山區八德路三段１２巷５１弄１６號１樓,松山區,八德路
安世藥局,121.5555618,25.05213981,臺北市松山區南京東路四段１３３巷５弄９號,松山區,南京東路
明一藥局,121.5581679,25.05270413,臺北市松山區南京東路五段５９巷２８弄２５號１樓,松山區,南京東路
傑安藥局,121.547337,25.04913916,臺北市松山區八德路二段４３７巷７弄８號１樓,松山區,八德路
仁弘藥局,121.5465855,25.05948486,臺北市松山區民生東路三段１１３巷２５弄６號１樓,松山區,民生東路
益華藥局,121.5615464,25.05827432,臺北市松山區民生東路五段１３８巷６號,松山區,民生東路
德靈藥局,121.5666733,25.06177521,臺北市松山區富錦街５４８號,松山區,富錦街
民昇藥局,121.5794812,25.0515441,臺北市松山區八德路四段833號,松山區,八德路
合生藥局,121.5607477,25.05363801,臺北市松山區南京東路五段１２３巷４５號１樓,松山區,南京東路
中崙五代全民藥局,121.5534991,25.04742353,臺北市松山區延吉街７之２號１樓,松山區,延吉街
上允藥局,121.5590485,25.05836364,臺北市松山區民生東路五段78號,松山區,民生東路
建東大藥局,121.5633976,25.05723452,臺北市松山區三民路９７號一樓,松山區,三民路
德恩藥師藥局,121.546142,25.0479714,臺北市松山區八德路二段３７８號１樓,松山區,八德路
延壽藥局,121.5603628,25.05678588,臺北市松山區延壽街３２７號,松山區,延壽街
萬泰藥局,121.5471033,25.05994298,臺北市松山區敦化北路222巷38號,松山區,敦化北路
博荃藥局,121.5447425,25.05006338,臺北市松山區敦化北路4巷51號,松山區,敦化北路
家音藥局,121.5584887,25.05870895,臺北市松山區民生東路五段73號,松山區,民生東路
中美藥局,121.5654809,25.06128454,臺北市松山區富錦街531號,松山區,富錦街
康麗藥局,121.5468118,25.05373904,臺北市松山區南京東路3段303巷20號,松山區,南京東路
惠登藥局,121.546113,25.05619819,臺北市松山區民生東路3段130巷34號,松山區,民生東路
松田藥局,121.55355,25.04700689,臺北市松山區延吉街9-6號,松山區,延吉街
予志藥局,121.5649443,25.06118636,臺北市松山區富錦街521號,松山區,富錦街
婕登藥局,121.5766443,25.05020698,臺北市松山區八德路4段699號,松山區,八德路
晨安藥局,121.5553264,25.0491374,臺北市松山區八德路三段155巷20弄2號,松山區,八德路
銘德藥局,121.545925,25.04724223,臺北市松山區八德路2段366巷28號,松山區,八德路
政昇藥局,121.569691,25.05106267,臺北市松山區南京東路五段356號13樓,松山區,南京東路
立康大藥局,121.5581109,25.04811673,臺北市松山區八德路四段2之1號,松山區,八德路
躍獅松和藥局,121.5760924,25.04979019,臺北市松山區八德路四段666之1號,松山區,八德路
京東藥局,121.5669451,25.05113968,臺北市松山區南京東路五段272號,松山區,南京東路
晨新藥局,121.5607609,25.04894395,臺北市松山區八德路四段91巷1之1號,松山區,八德路
躍獅京華藥局,121.5595616,25.05171475,臺北市松山區南京東路五段71號,松山區,南京東路
綠之家藥局,121.5562168,25.05619701,臺北市松山區延壽街428號,松山區,延壽街
德安藥局,121.55619,25.04816251,臺北市松山區八德路三段195號2樓,松山區,八德路
康采藥局,121.5662534,25.0523635,臺北市松山區南京東路五段291巷17之2號,松山區,南京東路
誠康中西藥局,121.5607228,25.05345802,臺北市松山區南京東路5段59巷31弄43號,松山區,南京東路
慶昌藥局,121.5537055,25.04594889,臺北市松山區延吉街29號,松山區,延吉街
唯康藥局,121.5566366,25.04819629,臺北市松山區八德路三段211號,松山區,八德路
台北長庚維康藥局,121.5500393,25.05573699,臺北市松山區敦化北路199巷2弄1號,松山區,敦化北路
專品南京藥局,121.5531673,25.05184566,臺北市松山區南京東路四段73號,松山區,南京東路
芝欣藥局,121.5548153,25.0479919,臺北市松山區八德路3段148號,松山區,八德路
立赫敦北藥局,121.547743,25.05944652,臺北市松山區敦化北路222巷20號,松山區,敦化北路
富景藥局,121.5630972,25.06078504,臺北市松山區三民路145號,松山區,三民路
健康活力藥師藥局,121.5669297,25.05931013,臺北市松山區民生東路五段219號,松山區,民生東路
啄木鳥藥局,121.5639568,25.04893714,臺北市松山區八德路四段209號(一、二層)、211號(一、二層),松山區,八德路
玖田藥局,121.5755287,25.05017841,臺北市松山區八德路四段655號,松山區,八德路
澄馨藥局,121.5635238,25.05580069,臺北市松山區三民路37號,松山區,三民路
一安正昇藥局,121.5666661,25.05155363,臺北市松山區南京東路五段309號,松山區,南京東路
杏一延吉藥局,121.5535037,25.04607546,臺北市松山區延吉街32號,松山區,延吉街
松山八德藥局,121.5465704,25.04804319,臺北市松山區八德路二段400號,松山區,八德路
新德大藥局,121.5770352,25.05074271,臺北市松山區饒河街204號,松山區,饒河街
光點延新藥局,121.5659705,25.05716171,臺北市松山區延壽街101號,松山區,延壽街
欣生藥局,121.5616986,25.05853211,臺北市松山區民生東路五段138巷1號,松山區,民生東路
民生盛康藥局,121.5647695,25.0582584,臺北市松山區民生東路五段204號,松山區,民生東路
杏一台北長庚藥局,121.5500378,25.05568488,臺北市松山區敦化北路199巷2弄3號,松山區,敦化北路
立赫民生藥局,121.5524163,25.0578685,臺北市松山區民生東路四段72號,松山區,民生東路
大樹松山藥局,121.5601395,25.05877584,臺北市松山區民生東路五段107號,松山區,民生東路
佑全松山南京東藥局,121.5662465,25.05200522,臺北市松山區南京東路五段291巷7號,松山區,南京東路
躍獅敦北藥局,121.5531252,25.05712896,臺北市松山區民生東路四段80巷5號,松山區,民生東路
佑翔藥局,121.5596903,25.05880508,臺北市松山區民生東路五段95號,松山區,民生東路
美優康藥局,121.5533141,25.05824198,臺北市松山區民生東路四段117之1號,松山區,民生東路
元氣生活健保藥局,121.5338278,25.03455197,臺北市大安區新生南路1段161巷6號,大安區,新生南路
康乃馨藥局,121.5382105,25.03480596,臺北市大安區建國南路1段327號,大安區,建國南路
世康藥局,121.5556048,25.03549166,臺北市大安區延吉街246號,大安區,延吉街
惠良藥局,121.5507273,25.02461534,臺北市大安區和平東路3段93之1號,大安區,和平東路
愛維康生活藥局,121.5470335,25.02831743,臺北市大安區四維路170巷21號,大安區,四維路
古亭健康人生藥局,121.5236912,25.02572337,臺北市大安區羅斯福路二段83號,大安區,羅斯福路
杏一瑞安藥局,121.5406467,25.02866098,臺北市大安區瑞安街208巷11弄1號,大安區,瑞安街
好安心藥局,121.5415029,25.0249319,臺北市大安區和平東路二段98之2號,大安區,和平東路
中山樂方藥局,121.5495794,25.03642174,臺北市大安區仁愛路四段112巷12號,大安區,仁愛路
誠心藥局,121.5400357,25.04185597,臺北市大安區忠孝東路3段223之1號,大安區,忠孝東路
中力信義藥局,121.5449973,25.03354393,臺北市大安區信義路四段51號,大安區,信義路
安居藥局,121.5549354,25.02085624,臺北市大安區安居街19號,大安區,安居街
躍獅新生藥局,121.536221,25.02566385,臺北市大安區和平東路二段20號,大安區,和平東路
博大藥局,121.5525685,25.03062665,臺北市大安區安和路2段65號,大安區,安和路
博昱仁愛藥局,121.5468686,25.03819422,臺北市大安區仁愛路4段65號,大安區,仁愛路
忠孝康承健保藥局,121.5443991,25.04356503,臺北市大安區復興南路1段107巷4號,大安區,復興南路
微笑藥師藥局,121.5344583,25.03400663,臺北市大安區信義路3段31巷4號,大安區,信義路
明星大藥局,121.5573747,25.03618432,臺北市大安區光復南路430之1號,大安區,光復南路
博昱師大藥局,121.5280688,25.02109005,臺北市大安區羅斯福路3段189號,大安區,羅斯福路
國泰維康藥局,121.5541003,25.03654016,臺北市大安區仁愛路4段266巷15弄20號,大安區,仁愛路
奇威藥局,121.5311519,25.02338582,臺北市大安區雲和街93號,大安區,雲和街
艾登安和藥局,121.5526808,25.03488056,臺北市大安區安和路1段123號,大安區,安和路
百岳藥局,121.5452218,25.02513773,臺北市大安區和平東路二段311巷11號,大安區,和平東路
大安健康人生藥局,121.5447423,25.03315881,臺北市大安區信義路4段34號,大安區,信義路
博昱大藥局,121.55295,25.01997791,臺北市大安區樂業街148號、150號,大安區,樂業街
百立藥局,121.5534066,25.02099519,臺北市大安區和平東路三段二二八巷六六號一樓,大安區,和平東路
宏恩藥局,121.5461126,25.03618795,臺北市大安區大安路一段一八一號一樓,大安區,大安路
靜園藥局,121.5429214,25.02254142,臺北市大安區和平東路2段118巷57之1號,大安區,和平東路
延吉大藥局,121.5547915,25.04065739,臺北市大安區延吉街一五三號一樓,大安區,延吉街
師大藥局,121.528509,25.02270966,臺北市大安區師大路九十九號一樓,大安區,師大路
新廣生藥局,121.546722,25.03761956,臺北市大安區仁愛路4段34號,大安區,仁愛路
徐榮三藥局,121.5532362,25.03014203,臺北市大安區通安街八九號一樓,大安區,通安街
順天堂藥局,121.5292026,25.02256383,臺北市大安區龍泉街96號,大安區,龍泉街
辰安藥局,121.5471812,25.04384779,臺北市大安區大安路一段31巷28號,大安區,大安路
欣榮藥局,121.5391987,25.02624458,臺北市大安區瑞安街二七０號一樓,大安區,瑞安街
寶康大藥局,121.5450594,25.04139165,臺北市大安區忠孝東路4段52號9樓,大安區,忠孝東路
