Name,Longtitude,Latitude,Address,Area,St,AgencyCode,TEL,TEL2
臺北市動產質借處,121.521014,25.050231,臺北市中山區長安西路3號6樓,中山區,長安西路,379030400N,02-25629862,
臺北市立圖書館,121.5374627,25.0281063,臺北市大安區建國南路２段,大安區,建國南路,379040300E,02-27552823,
臺北市立動物園,121.5810084,24.998330499999998,臺北市文山區新光路２段30號,文山區,新光路,379040600E,02-29382300,
臺北市教師研習中心,121.54891359999999,25.1503594,臺北市北投區建國街,北投區,建國街,379041000E,02-28616942,
臺北市立天文科學教育館,121.51829939999999,25.095829199999997,臺北市士林區基河路363號,士林區,基河路,379041700E,02-28314551,
臺北市青少年發展處,121.52225520000002,25.0389819,臺北市中正區仁愛路1段17號,中正區,仁愛路,379042000E,02-23514078,
臺北市家庭教育中心,121.52989140000001,25.0536299,臺北市中山區吉林路110號5樓,中山區,吉林路,379043200E,02-25419690,
臺北市立大學,121.5142953,25.0356043,臺北市中正區愛國西路1號,中正區,愛國西路,379049300Q,02-23113040,
臺北市立大學附設實驗國民小學,121.5152463,25.0360732,臺北市中正區公園路29號,中正區,公園路,379049301Y,02-23110395,
臺北市立建國高級中學,121.51223999999999,25.030920499999997,臺北市中正區南海路56號,中正區,南海路,379051000U,02-23034381,
臺北市立成功高級中學,121.5236872,25.042333499999998,臺北市中正區濟南路１段71號,中正區,濟南路,379051100U,02-23216256,
臺北市立第一女子高級中學,121.51330700000001,25.041934,臺北市中正區重慶南路１段165號,中正區,重慶南路,379051200U,02-23820484,
臺北市立中山女子高級中學,121.5372124,25.0485124,臺北市中山區長安東路２段141號,中山區,長安東路,379051300U,02-25073148,
臺北市立景美女子高級中學,121.55618100000001,24.980743899999997,臺北市文山區木新路３段312號,文山區,木新路,379051400U,02-29368847,
臺北市立中正高級中學,121.5152652,25.1070601,臺北市北投區文林北路,北投區,文林北路,379051500U,02-28234811,
臺北市立復興高級中學,121.5016739,25.143597800000002,臺北市北投區復興四路70號,北投區,復興四路,379051600U,02-28914131,
臺北市立松山高級中學,121.56538700000002,25.0435047,臺北市信義區基隆路１段156號,信義區,基隆路,379051800U,02-27535968,
臺北市立內湖高級中學,121.58662,25.0784076,臺北市內湖區文德路218號,內湖區,文德路,379051900U,02-27977035,
臺北市立大同高級中學,121.53527220000001,25.0550217,臺北市中山區長春路167號,中山區,長春路,379052000U,02-25054269,
臺北市立麗山高級中學,121.5778933,25.0841176,臺北市內湖區環山路2段100號,內湖區,環山路,379052100U,02-26570435,
臺北市立華江高級中學,121.49634250000001,25.0285424,臺北市萬華區西藏路213號,萬華區,西藏路,379052200U,02-23019946,
臺北市立明倫高級中學,121.5193385,25.076246100000002,臺北市大同區承德路3段336號,大同區,承德路,379052300U,02-25961567,
臺北市立和平高級中學,121.554034,25.0186807,臺北市大安區臥龍街,大安區,臥龍街,379052400U,02-27324300,
臺北市立永春高級中學,121.57855670000001,25.032802,臺北市信義區松山路654號,信義區,松山路,379052500U,02-27272983,
臺北市立陽明高級中學,121.51713090000001,25.0918395,臺北市士林區中正路510號,士林區,中正路,379052600U,02-28316675,
臺北市立成淵高級中學,121.5191368,25.060973899999997,臺北市大同區承德路２段235號,大同區,承德路,379052800U,02-25531969,
臺北市立大安高級工業職業學校,121.54300649999999,25.031952800000003,臺北市大安區復興南路２段52號,大安區,復興南路,379053000V,02-27091630,
臺北市立松山高級工農職業學校,121.5721227,25.039629,臺北市信義區忠孝東路5段236巷15號,信義區,忠孝東路,379053100V,02-27226616,
臺北市立士林高級商業職業學校,121.51661090000002,25.0945958,臺北市士林區士商路150號,士林區,士商路,379053200V,02-28313114,
臺北市立南港高級工業職業學校,121.60729209999998,25.0563397,臺北市南港區興中路29號,南港區,興中路,379053400V,02-27825432,
臺北市立木柵高級工業職業學校,121.5730629,24.9968451,臺北市文山區木柵路４段,文山區,木柵路,379053500V,02-22300506,
臺北市立內湖高級工業職業學校,121.5753203,25.0794174,臺北市內湖區內湖路一段520號,內湖區,內湖路,379053600V,02-26574874,
臺北市立松山高級商業家事職業學校,121.5805361,25.0350169,臺北市信義區松山路655號,信義區,松山路,379053700V,02-27261118,
臺北市立西松高級中學,121.5614539,25.0539672,臺北市松山區健康路,松山區,健康路,379056100U,02-25286618,
臺北市立大理高級中學,121.49122849999999,25.030857,臺北市萬華區長順街2號,萬華區,長順街,379056200U,02-23026959,
臺北市立大直高級中學,121.543375,25.07886,臺北市中山區北安路420號,中山區,北安路,379056300U,02-25334017,
臺北市立萬芳高級中學,121.5589135,25.0006248,臺北市文山區興隆路3段115巷1號,文山區,興隆路,379056900U,02-22309585,
臺北市立百齡高級中學,121.5229997,25.087055,臺北市士林區承德路４段177號,士林區,承德路,379057000U,02-28831568,
臺北市立南港高級中學,121.59503219999999,25.052554100000002,臺北市南港區向陽路21路,南港區,向陽路,379057100U,02-27837863,
臺北市立南湖高級中學,121.6113254,25.067124399999997,臺北市內湖區康寧路３段,內湖區,康寧路,379057300U,02-26308889,02-26311104
臺北市立中崙高級中學,121.5611946,25.0487226,臺北市松山區八德路4段101號,松山區,八德路,379057400U,02-27535316,
臺北市立育成高級中學,121.6093328,25.0585978,臺北市南港區重陽路366號,南港區,重陽路,379057500U,02-26530475,
臺北市立臺北特殊教育學校,121.5362357,25.116629100000004,臺北市士林區忠誠路２段207巷3號,士林區,忠誠路,379059300W,02-28749117,
臺北市立文山特殊教育學校,121.5668956,24.9908224,臺北市文山區秀明路１段,文山區,秀明路,379059400W,02-86615183,
臺北市立啟明學校,121.53180890000002,25.1133586,臺北市士林區忠誠路２段,士林區,忠誠路,379059500W,02-28740670,
臺北市立啟聰學校,121.51355339999999,25.0753508,臺北市大同區重慶北路３段320號,大同區,重慶北路,379059600W,02-25924446,
臺北市立介壽國民中學,121.5564352,25.0564253,臺北市松山區延壽街401號,松山區,延壽街,379060100X,02-27674496,
臺北市立民生國民中學,121.5667367,25.059804800000002,臺北市松山區新東街30巷1號,松山區,新東街,379060200X,02-27653433,
臺北市立興雅國民中學,121.57223700000002,25.0364201,臺北市信義區松德路168巷15號,信義區,松德路,379060500X,02-27232771,
臺北市立仁愛國民中學,121.5505879,25.0374832,臺北市大安區仁愛路４段130號,大安區,仁愛路,379060700X,02-23255823,
臺北市立大安國民中學,121.54625,25.0308602,臺北市大安區大安路２段63號,大安區,大安路,379060800X,02-27557131,
臺北市立懷生國民中學,121.5411477,25.0403827,臺北市大安區忠孝東路３段248巷30號,大安區,忠孝東路,379061100X,02-27215078#350,
臺北市立弘道國民中學,121.51529340000002,25.0374875,臺北市中正區公園路21號,中正區,公園路,379061300X,02-23715520,
臺北市立螢橋國民中學,121.5261508,25.019455899999997,臺北市中正區汀州路3段4號,中正區,汀州路,379061500X,02-23688667,
臺北市立南門國民中學,121.50906869999999,25.0352657,臺北市中正區廣州街6號,中正區,廣州街,379061700X,02-23142775,
臺北市立萬華國民中學,121.49878909999998,25.0291092,臺北市萬華區西藏路201號,萬華區,西藏路,379061800X,02-23394567,
臺北市立雙園國民中學,121.49262879999999,25.0275702,臺北市萬華區興義街2號,萬華區,興義街,379062000X,02-23037579,02-23030827
臺北市立建成國民中學,121.51862609999999,25.0516475,臺北市大同區長安西路37-1號,大同區,長安西路,379062200X,02-25587042,
臺北市立忠孝國民中學,121.5085688,25.0522585,臺北市大同區西寧北路,大同區,西寧北路,379062300X,02-25524890,
臺北市立民權國民中學,121.5138747,25.063724800000003,臺北市大同區重慶北路3段1號,大同區,重慶北路,379062500X,02-25931951,02-25863661
臺北市立蘭州國民中學,121.51590279999999,25.0678737,臺北市大同區大龍街,大同區,大龍街,379062700X,02-25918269,02-25973816
臺北市立新興國民中學,121.5257781,25.0619755,臺北市中山區林森北路511號,中山區,林森北路,379063300X,02-25714211,
臺北市立誠正國民中學,121.6187775,25.054249300000002,臺北市南港區富康街1巷24號,南港區,富康街,379063500X,02-27828094,
臺北市立內湖國民中學,121.5886895,25.077035000000002,臺北市內湖區陽光街1號,內湖區,陽光街,379063600X,02-27900843,
臺北市立景美國民中學,121.54294099999998,24.993026500000003,臺北市文山區景中街27號,文山區,景中街,379063700X,02-89353130,
臺北市立興福國民中學,121.54991319999999,25.004896600000002,臺北市文山區福興路80號,文山區,福興路,379063800X,02-29322024,
臺北市立木柵國民中學,121.5674462,24.9886272,臺北市文山區木柵路３段102巷12號,文山區,木柵路,379063900X,02-29393031,
臺北市立實踐國民中學,121.5547688,24.9834293,臺北市文山區辛亥路７段67號,文山區,辛亥路,379064000X,02-22362852,
臺北市立北政國民中學,121.5782669,24.9849196,臺北市文山區指南路3段2巷14號,文山區,指南路,379064100X,02-29393651,
臺北市立士林國民中學,121.522645,25.0943734,臺北市士林區中正路345號,士林區,中正路,379064200X,02-88613411,
臺北市立桃源國民中學,121.47733899999999,25.13476,臺北市北投區中央北路４段48號,北投區,中央北路,379064400X,02-28929633,
臺北市立至善國民中學,121.5555851,25.1036391,臺北市士林區至善路2段360號,士林區,至善路,379064500X,02-28411350,
臺北市立格致國民中學,121.54662069999999,25.131850600000003,臺北市士林區仰德大道４段,士林區,仰德大道,379064600X,02-28610079,
臺北市立北投國民中學,121.50460990000002,25.134939000000003,臺北市北投區溫泉路62號,北投區,溫泉路,379064700X,02-28912091,
臺北市立新民國民中學,121.507636,25.138102,臺北市北投區新民路10號,北投區,新民路,379064800X,02-28979001,
臺北市立明德國民中學,121.51864850000001,25.1080937,臺北市北投區明德路50號,北投區,明德路,379064900X,02-28232539,
臺北市立永吉國民中學,121.57415870000001,25.0483336,臺北市信義區松隆路161號,信義區,松隆路,379065000X,02-27649066,
臺北市立蘭雅國民中學,121.5309054,25.110566,臺北市士林區忠誠路2段51號,士林區,忠誠路,379065100X,02-28329377,
臺北市立龍山國民中學,121.50480759999999,25.036452800000003,臺北市萬華區南寧路,萬華區,南寧路,379065200X,02-23362789,
臺北市立中山國民中學,121.5455308,25.0606185,臺北市松山區復興北路361巷7號,松山區,復興北路,379065300X,02-27126701,
臺北市立麗山國民中學,121.5756834,25.0816032,臺北市內湖區內湖路１段629巷42號,內湖區,內湖路,379065400X,02-27991867,
臺北市立瑠公國民中學,121.58601399999999,25.0388829,臺北市信義區福德街,信義區,福德街,379065500X,02-27261481,
臺北市立中正國民中學,121.5219754,25.0323588,臺北市中正區愛國東路158號,中正區,愛國東路,379065600X,02-23916697,
臺北市立福安國民中學,121.4880705,25.1028546,臺北市士林區延平北路７段250號,士林區,延平北路,379065700X,02-28108766,
臺北市立五常國民中學,121.543251,25.063480399999996,臺北市中山區復興北路430巷1號,中山區,復興北路,379065900X,02-25014320,
臺北市立三民國民中學,121.58640729999999,25.069154,臺北市內湖區民權東路6段45號,內湖區,民權東路,379066000X,02-27924772,
臺北市立景興國民中學,121.5442841,24.9962215,臺北市文山區景興路46巷2號,文山區,景興路,379066100X,02-29323794,
臺北市立信義國民中學,121.56758359999999,25.0286896,臺北市信義區松仁路158巷1號,信義區,松仁路,379066200X,02-27236771,
臺北市立敦化國民中學,121.5467135,25.0515711,臺北市松山區南京東路３段300號,松山區,南京東路,379066300X,02-87717890,
臺北市立西湖國民中學,121.56792809999999,25.086416600000003,臺北市內湖區環山路１段,內湖區,環山路,379066400X,02-27991817,
臺北市立東湖國民中學,121.61942179999998,25.072164899999997,臺北市內湖區康樂街131號,內湖區,康樂街,379067200X,02-26330373,
臺北市立石牌國民中學,121.5095241,25.1126143,臺北市北投區石牌路１段139號,北投區,石牌路,379067300X,02-28224682,
臺北市立金華國民中學,121.533178,25.031201199999998,臺北市大安區新生南路２段32號,大安區,新生南路,379067500X,02-33931799,
臺北市立長安國民中學,121.5318545,25.049392899999997,臺北市中山區松江路70巷11號,中山區,松江路,379067700X,02-25112382,
臺北市立北安國民中學,121.54156780000001,25.0777783,臺北市中山區明水路325號,中山區,明水路,379067800X,02-25333888,02-25333888
臺北市立古亭國民中學,121.5110473,25.024613199999997,臺北市中正區中華路2段465號,中正區,中華路,379067900X,02-23090986,
臺北市立重慶國民中學,121.51799779999999,25.0759232,臺北市大同區敦煌路19號,大同區,敦煌路,379068000X,02-25948631,
臺北市立成德國民中學,121.58770279999999,25.045021,臺北市南港區東新街108巷23號,南港區,東新街,379068200X,02-26515636,
臺北市立明湖國民中學,121.61064309999999,25.070619600000004,臺北市內湖區康寧路３段60號,內湖區,康寧路,379068300X,02-26320616,
臺北市立關渡國民中學,121.46714479999999,25.119884699999997,臺北市北投區知行路212號,北投區,知行路,379068500X,02-28581770,
臺北市立龍門國民中學,121.5382078,25.0246733,臺北市大安區建國南路２段269號,大安區,建國南路,379068900X,02-27330299,
臺北市立濱江國民中學,121.5607499,25.07955,臺北市中山區樂群二路262號,中山區,樂群二路,379069000X,02-85020126,
臺北市民族實驗國民中學,121.53887379999999,25.0111861,臺北市大安區羅斯福路４段113巷13號,大安區,羅斯福路,379069500X,02-27322935,
臺北市松山區松山國民小學,121.57764180000001,25.0500161,臺北市松山區八德路四段746號,松山區,八德路,379070100Y,02-27672907,
臺北市松山區西松國民小學,121.56348759999999,25.052301800000002,臺北市松山區三民路5號,松山區,三民路,379070200Y,02-27609221#100,
臺北市松山區敦化國民小學,121.54853130000001,25.0491742,臺北市松山區敦化北路2號,松山區,敦化北路,379070800Y,02-27414065,
臺北市松山區民生國民小學,121.5521795,25.0565153,臺北市松山區敦化北路199巷18號,松山區,敦化北路,379071000Y,02-27122452,
臺北市松山區民權國民小學,121.5623038,25.0623873,臺北市松山區民權東路4段200號,松山區,民權東路,379071200Y,02-27652327#650,
臺北市大安區龍安國民小學,121.53488540000001,25.0239215,臺北市大安區新生南路３段33號,大安區,新生南路,379071400Y,02-23632077,
臺北市大安區大安國民小學,121.55038190000002,25.018925399999997,臺北市大安區臥龍街129號,大安區,臥龍街,379071500Y,02-27322332,02-27328459
臺北市大安區幸安國民小學,121.5349702,25.037684,臺北市大安區仁愛路3段22號,大安區,仁愛路,379071600Y,02-27074191,
臺北市大安區建安國民小學,121.54607279999999,25.030989399999996,臺北市大安區大安路２段,大安區,大安路,379071700Y,02-27077119,
臺北市大安區仁愛國民小學,121.5521443,25.0358446,臺北市大安區安和路１段60號,大安區,安和路,379071800Y,02-27095010,
臺北市大安區金華國民小學,121.52776670000002,25.0322766,臺北市大安區愛國東路79巷11號,大安區,愛國東路,379071900Y,02-23917402,
臺北市大同區延平國民小學,121.51673600000001,25.069322,臺北市大同區大龍街187巷1號(第二校區),大同區,大龍街,379074400Y,02-25942439,
臺北市大同區大橋國民小學,121.51297949999999,25.0641897,臺北市大同區重慶北路3段2號,大同區,重慶北路,379074500Y,02-25944413,
臺北市大同區雙蓮國民小學,121.5188024,25.0602178,臺北市大同區錦西街,大同區,錦西街,379074600Y,02-25570309,
臺北市大同區大同國民小學,121.51613970000001,25.0648723,臺北市大同區大龍街51號,大同區,大龍街,379074700Y,02-25965407,
臺北市大同區大龍國民小學,121.5166925,25.073408999999998,臺北市大同區哈密街47號,大同區,哈密街,379074800Y,02-25942635,
臺北市中山區中山國民小學,121.53786240000001,25.0620999,臺北市中山區民權東路１段69號,中山區,民權東路,379075000Y,02-25914085,
臺北市中山區中正國民小學,121.5400729,25.050468,臺北市中山區龍江路62號,中山區,龍江路,379075100Y,02-25070932,
臺北市中山區長安國民小學,121.530171,25.049798199999998,臺北市中山區吉林路15號,中山區,吉林路,379075200Y,02-25617600,
臺北市中山區長春國民小學,121.533902,25.0550146,臺北市中山區長春路165號,中山區,長春路,379075300Y,02-25024366,
臺北市中山區大直國民小學,121.54640400000001,25.0805666,臺北市中山區大直街2號,中山區,大直街,379075400Y,02-25333953,
臺北市中山區大佳國民小學,121.53641129999998,25.0733492,臺北市中山區濱江街107號,中山區,濱江街,379075500Y,02-25035816,
臺北市中山區五常國民小學,121.5422023,25.0641393,臺北市中山區五常街16號,中山區,五常街,379075700Y,02-25023416,
臺北市中山區吉林國民小學,121.5295852,25.0547389,臺北市中山區長春路116號,中山區,長春路,379075800Y,02-25219196,
臺北市中山區懷生國民小學,121.5417844,25.045240399999997,臺北市中山區安東街16巷2號,中山區,安東街,379075900Y,02-27710846,
臺北市南港區南港國民小學,121.6101226,25.0574484,臺北市南港區惠民街67號,南港區,惠民街,379076000Y,02-27834678,02-27832701
臺北市南港區舊莊國民小學,121.6195216,25.0402615,臺北市南港區舊莊街1段100號,南港區,舊莊街,379076100Y,02-27821418,
臺北市南港區玉成國民小學,121.5947692,25.0535818,臺北市南港區向陽路31號,南港區,向陽路,379076200Y,02-27836049,
臺北市南港區成德國民小學,121.58687250000001,25.0470902,臺北市南港區東新街65號,南港區,東新街,379076300Y,02-27851376,
臺北市內湖區內湖國民小學,121.58025020000001,25.079203699999997,臺北市內湖區內湖路２段41號,內湖區,內湖路,379076400Y,02-27998085,02-27970237
臺北市內湖區碧湖國民小學,121.59111029999998,25.0853115,臺北市內湖區金龍路100號,內湖區,金龍路,379076500Y,02-27907161,
臺北市內湖區潭美國民小學,121.5817976,25.059582100000004,臺北市內湖區行善路179號,內湖區,行善路,379076600Y,02-27917334,
臺北市內湖區東湖國民小學,121.615472,25.0688414,臺北市內湖區東湖路115號,內湖區,東湖路,379076700Y,02-26339984,
臺北市士林區士林國民小學,121.5214986,25.088787600000003,臺北市士林區大南路,士林區,大南路,379077900Y,02-28812231,
臺北市士林區士東國民小學,121.5268889,25.1129051,臺北市士林區中山北路６段392號,士林區,中山北路,379078000Y,02-28710064,02-28714553
臺北市士林區福林國民小學,121.52959650000001,25.0986884,臺北市士林區福志路75號,士林區,福志路,379078100Y,02-28316293,
臺北市士林區陽明山國民小學,121.5528027,25.1193337,臺北市士林區仰德大道３段61號,士林區,仰德大道,379078200Y,02-28616366,
臺北市士林區社子國民小學,121.5029261,25.0898521,臺北市士林區延平北路６段308號,士林區,延平北路,379078300Y,02-28129059,02-28122505
臺北市士林區雨聲國民小學,121.5372188,25.101059699999997,臺北市士林區至誠路1段62巷70號,士林區,至誠路,379078400Y,02-28311004,
臺北市士林區富安國民小學,121.4824416,25.105868700000002,臺北市士林區延平北路8段135號,士林區,延平北路,379078500Y,02-28103192,
臺北市士林區平等國民小學,121.5759841,25.128925,臺北市士林區平菁街101號,士林區,平菁街,379078800Y,02-28610503,
臺北市士林區百齡國民小學,121.5178692,25.086145000000002,臺北市士林區福港街205號,士林區,福港街,379078900Y,02-28817683,
臺北市士林區葫蘆國民小學,121.50696310000001,25.0837421,臺北市士林區環河北路３段95號,士林區,環河北路,379079000Y,02-28129586,
臺北市士林區雙溪國民小學,121.5647875,25.106487100000002,台北市士林區中社路2段66號,士林區,中社路,379079100Y,02-28411038,
臺北市北投區北投國民小學,121.499691,25.134251000000003,臺北市北投區中央北路１段73號,北投區,中央北路,379079200Y,02-28912052,
臺北市北投區逸仙國民小學,121.51023229999998,25.140004,臺北市北投區新民路,北投區,新民路,379079300Y,02-28914537,
臺北市北投區石牌國民小學,121.5117379,25.1157413,臺北市北投區致遠二路80號,北投區,致遠二路,379079400Y,02-28227484,
臺北市北投區關渡國民小學,121.46621940000001,25.1264276,臺北市北投區中央北路４段581號,北投區,中央北路,379079500Y,02-28912847,
臺北市北投區清江國民小學,121.5074753,25.126823100000003,臺北市北投區公館路220號,北投區,公館路,379079700Y,02-28912764,
臺北市北投區大屯國民小學,121.503983,25.154895,臺北市北投區復興三路312號,北投區,復興三路,379079900Y,02-28914353,02-28948786
臺北市北投區湖山國民小學,121.535435,25.1496532,臺北市北投區湖底路11號,北投區,湖底路,379080100Y,02-28610148,
臺北市北投區義方國民小學,121.50929550000001,25.1420384,臺北市北投區珠海路155號,北投區,珠海路,379080200Y,02-28917433,02-28913572
臺北市北投區文林國民小學,121.5147513,25.1059122,臺北市北投區文林北路155號,北投區,文林北路,379080300Y,02-28234212,
臺北市北投區桃源國民小學,121.4828384,25.137141699999997,臺北市北投區中央北路３段,北投區,中央北路,379080400Y,02-28941208,02-28941209
臺北市士林區雨農國民小學,121.52983400000001,25.1052568,臺北市士林區忠義街1號,士林區,忠義街,379080700Y,02-28329700,
臺北市松山區民族國民小學,121.5517182,25.0595939,臺北市松山區民生東路４段97巷7號,松山區,民生東路,379080800Y,02-27124872,
臺北市北投區明德國民小學,121.521827,25.1122284,臺北市北投區明德路190號,北投區,明德路,379080900Y,02-28229651,
臺北市北投區立農國民小學,121.505032,25.119493,臺北市北投區立農街１段250號,北投區,立農街,379081000Y,02-28210702,
臺北市松山區三民國民小學,121.56589939999999,25.063282100000002,臺北市松山區民權東路５段,松山區,民權東路,379081400Y,02-27646080,
臺北市南港區胡適國民小學,121.62404409999999,25.0370335,臺北市南港區舊莊街１段,南港區,舊莊街,379081600Y,02-27824949,02-27824949
臺北市內湖區康寧國民小學,121.59493090000001,25.080112600000003,臺北市內湖區星雲街121號,內湖區,星雲街,379081700Y,02-27901237,
臺北市士林區天母國民小學,121.5275331,25.1197914,臺北市士林區天玉街12號,士林區,天玉街,379081900Y,02-28723336,
臺北市士林區文昌國民小學,121.52198529999998,25.0993474,臺北市士林區文林路615巷20號,士林區,文林路,379082000Y,02-28365411,
臺北市南港區東新國民小學,121.6022189,25.055459399999997,臺北市南港區興南街62號,南港區,興南街,379082200Y,02-27837577,02-27826531
臺北市內湖區明湖國民小學,121.61076750000001,25.0713296,臺北市內湖區康寧路３段105號,內湖區,康寧路,379082400Y,02-26323477,
臺北市士林區蘭雅國民小學,121.5230768,25.1084167,臺北市士林區磺溪街57號,士林區,磺溪街,379083000Y,02-28366052,
臺北市內湖區新湖國民小學,121.5885493,25.0682258,臺北市內湖區民權東路6段138號,內湖區,民權東路,379083100Y,02-27963721,
臺北市北投區文化國民小學,121.4965074,25.1371562,臺北市北投區文化三路1號,北投區,文化三路,379083200Y,02-28933828,
臺北市內湖區文湖國民小學,121.56281990000001,25.0866976,臺北市內湖區文湖街,內湖區,文湖街,379083400Y,02-26583515,
臺北市內湖區大湖國民小學,121.60146090000002,25.0869071,臺北市內湖區大湖山莊街,內湖區,大湖山莊街,379083500Y,02-27915870,
臺北市南港區修德國民小學,121.58964329999999,25.045456100000003,臺北市南港區東新街118巷86號,南港區,東新街,379083600Y,02-27880500,
臺北市信義區興雅國民小學,121.56101890000001,25.036388,臺北市信義區基隆路1段83巷9號,信義區,基隆路,379084000Y,02-27618156,02-27618156
臺北市信義區永春國民小學,121.57907920000001,25.0446527,臺北市信義區松山路225巷48號,信義區,松山路,379084100Y,02-27641314,
臺北市信義區光復國民小學,121.5578014,25.0401432,臺北市信義區光復南路271號,信義區,光復南路,379084200Y,02-27585076,02-27585076
臺北市信義區三興國民小學,121.55826699999999,25.029467,臺北市信義區基隆路２段99號,信義區,基隆路,379084300Y,02-27364687,
臺北市信義區信義國民小學,121.5646023,25.031997399999998,臺北市信義區松勤街,信義區,松勤街,379084400Y,02-27204005,
臺北市信義區吳興國民小學,121.568716,25.025743300000002,臺北市信義區松仁路226號,信義區,松仁路,379084500Y,02-27200226,
臺北市信義區福德國民小學,121.5865301,25.0388201,臺北市信義區福德街253號,信義區,福德街,379084600Y,02-27277992,
臺北市信義區永吉國民小學,121.57988529999999,25.043008800000003,臺北市信義區松山路287巷5號,信義區,松山路,379084700Y,02-87858111,287858104
臺北市中正區螢橋國民小學,121.51435259999998,25.025137899999997,臺北市中正區詔安街29號,中正區,詔安街,379084800Y,02-23054620,
臺北市中正區河堤國民小學,121.52001770000001,25.024804,臺北市中正區汀州路２段,中正區,汀州路,379084900Y,02-23677144,
臺北市中正區東門國民小學,121.5218142,25.0385922,臺北市中正區仁愛路１段2-4號,中正區,仁愛路,379085000Y,02-23412822,
臺北市中正區忠義國民小學,121.50618689999999,25.029699700000002,臺北市中正區中華路２段307巷17號,中正區,中華路,379085100Y,02-23038752,
臺北市中正區南門國民小學,121.5084071,25.0354395,臺北市中正區廣州街8號,中正區,廣州街,379085200Y,02-23715052,23715031
臺北市中正區忠孝國民小學,121.52978940000001,25.0432354,臺北市中正區忠孝東路２段,中正區,忠孝東路,379085300Y,02-23918170,
臺北市大安區古亭國民小學,121.5288504,25.0206435,臺北市大安區羅斯福路三段201號,大安區,羅斯福路,379085400Y,02-23639795,
臺北市大安區銘傳國民小學,121.5349967,25.0139736,臺北市大安區羅斯福路４段,大安區,羅斯福路,379085500Y,02-23639815,
臺北市大安區公館國民小學,121.5428115,25.012402899999998,臺北市大安區基隆路４段41巷68弄2號,大安區,基隆路,379085600Y,02-27351734,
臺北市萬華區福星國民小學,121.50855729999999,25.0437305,臺北市萬華區中華路１段,萬華區,中華路,379085700Y,02-23144668,
臺北市萬華區新和國民小學,121.5033372,25.0259828,臺北市萬華區西藏路125巷31號,萬華區,西藏路,379085900Y,02-23038298,
臺北市萬華區東園國民小學,121.4978675,25.023163,臺北市萬華區東園街195號,萬華區,東園街,379086000Y,02-23034803,
臺北市萬華區雙園國民小學,121.4985878,25.030818300000004,臺北市萬華區莒光路315號,萬華區,莒光路,379086100Y,02-23061893,
臺北市萬華區大理國民小學,121.49305840000001,25.031156699999997,臺北市萬華區艋舺大道389號,萬華區,艋舺大道,379086200Y,02-23064311,
